instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
15264,368207.1667,4,1,10,4,0,3,1,2,0.6,0.5,1,0,2,9,11
15265,368207.1667,4,1,10,5,0,3,1,2,0.62,0.5455,0.94,0.1045,2,32,34
15266,368207.1667,4,1,10,6,0,3,1,4.163138879,0.6,0.5152,0.94,0.1343,4,173,177
15267,368207.1667,4,1,10,7,0,3,1.750792104,2,0.6,0.5152,0.94,0.194,11,504,515
15268,368207.1667,4,1,10,8,0,3,1,2,0.62,0.5606,0.88,0.1045,28,781,809
15269,368207.1667,4,1,10,9,0,3,1,2,0.62,0.5758,0.83,0.194,30,332,362
15270,368207.1667,4,1,10,10,0,3,1,1,0.66,0.6061,0.78,0.1642,29,146,175
-26972.41007,368207.1667,4,1,10,11,0,3,1,1,0.66,0.6061,0.78,0.1642,52,178,230
15272,368207.1667,4,1,10,12,0,2.151369607,1,2,0.7,0.6515,0.7,0.1045,69,289,358
15273,368207.1667,4,1,10,13,0,3,1,2,0.7,0.6667,0.74,0.1045,55,224,279
15274,368207.1667,4,1,10,14,0,3,1,2,0.72,0.6818,0.198255,0.1642,56,195,251
15275,368207.1667,4,1,10,15,0,3,1,2,0.72,0.6818,0.62,0.1642,59,260,319
15276,368207.1667,4,-2.449503659,10,16,0,3,1,2,0.72,0.6667,0.58,0,42,436,478
15277,368207.1667,4,1,10,17,0,3,1,1,0.7,0.6515,0.65,0,84,833,917
15278,368207.1667,4,1,-2.257605304,18,0,3,1,1,0.7,0.6515,0.65,0,54,477.8584756,810
15279,368207.1667,4,1,10,-11.79228328,0,3,1,1,0.7,0.6515,0.65,0,49,544,593
15280,368207.1667,4,1,10,20,-309.9183371,3,1,1,0.7,0.6515,0.65,0,48,449,497
15281,368207.1667,4,1,10,21,0,3,1,2,0.66,0.6212,0.74,0,14,195,209
15282,368207.1667,4,1,10,22,0,3,1,1,0.66,0.6212,0.74,0,9,232,241
15283,368207.1667,4,1,10,23,0,3,1,2,0.66,0.6061,0.78,0,21,199,220
15284,368231.1667,-109.1640309,1,10,0,0,4,1,3,0.64,0.5758,0.89,0,11,65,76
15285,368231.1667,4,1,10,1,0,4,1,2,0.62,0.5455,0.94,0,2,23,25
15286,342886.5204,4,1,10,2,0,4,1,1,0.64,0.5758,0.89,0,3,583.1541885,13
15287,368231.1667,4,1,10,3,0,4,1,2,0.62,0.5606,0.88,0,5,6,11
15288,341306.8967,4,1,10,4,0,5.993467989,1,2,0.64,0.5758,0.89,0,0,10,10
15289,368231.1667,4,1,10,5,0,4,1,3,0.64,0.696766676,0.89,0.1045,107.0231177,37,39
15290,368231.1667,4,0.6702078,10,6,0,-8.514454805,1,3,0.62,0.5455,0.94,0.653235353,1,395.5517673,133
15291,368231.1667,4,1,10,7,0,4,1,2,0.64,0.5758,0.89,0.0896,12,379,391
47504.61018,368231.1667,4,1,10,8,0,4,1,1,0.64,0.5758,0.89,0,27,711,738
15293,368231.1667,4,1,10,9,0,4,1,2,0.64,0.5758,0.89,0.194,40,319,359
15294,368231.1667,4,1,10,10,0,4,1,2,0.66,0.6061,0.83,0.1343,27,150,177
15295,415787.7176,4,1,10,11,0,4,1,2,0.7,0.6515,0.7,0.1045,38,176,214
10571.13247,368231.1667,4,1,10,12,0,4,1,2,0.72,0.6667,0.54,0.194,57,231,288
15297,368231.1667,4,1,10,13,0,4,1,2,0.72,0.6667,0.58,0.3284,63,231,294
15298,368231.1667,4,1,10,14,0,4,1,-0.380306064,0.7,0.6515,0.61,0.2537,56,211,267
15299,368231.1667,4,1,10,15,0,4,1,1,0.72,0.6667,0.54,0.2836,77,248,325
15300,368231.1667,4,1,10,16,0,4,1,1,0.7,0.6515,0.54,0.2836,86,411,497
15301,368231.1667,4,1,10,17,0,4,1,1,0.7,0.6515,0.51,0.2239,112,789,901
15302,368231.1667,4,1,10,18,0,4,1,1,0.66,0.6212,0.57,0.1045,75,812,887
33688.36897,368231.1667,4,1,10,19,0,4,1,1,0.66,0.6212,0.57,-0.543583616,67,467,534
15304,368231.1667,4,0.307657838,10,20,0,4,1,1,0.64,0.6061,0.65,1.049997026,50,391,441
15305,368231.1667,4,1,10,21,0,4,1,1,0.62,0.6061,0.69,0,33,288,321
15306,368231.1667,-32.62369655,1,10,22,0,6.894286095,1,1,-0.13902384,0.6212,0.47,0.1343,29,203,232
15307,368231.1667,4,1,10,23,0,4,1,-0.035278025,0.6,0.6212,0.56,0.0896,18,137,155
15308,368255.1667,4,1,10,0,0,5,1,1,0.56,0.5303,0.73,0,16,86,102
15309,368255.1667,4,1,10,1,0,5,1,1,0.54,0.5152,0.68,0.1045,3,43,46
15310,368255.1667,4,1,10,2,0,5,1,1,0.54,0.5152,0.73,0.0896,1,10,11
15311,368255.1667,4,1,10,3,0,5,1,1,0.54,-0.025975715,0.73,0,5,11,16
15312,368255.1667,4,1,10,4,0,5,1,1,0.54,0.5152,0.77,0,0,11,11
15313,368255.1667,4,1,10,5,0,5,1,1,0.52,0.5,0.77,0,0,41,41
15314,368255.1667,4,1,10,6,0,5,1,1,0.52,0.5,1.395797512,0,4,133,137
15315,368255.1667,4,1,10,7,0,5,1,1,0.52,0.5,0.83,0.1045,11,417,428
15316,368255.1667,4,1,10,8,0,5,1,1,0.58,0.5455,0.64,-0.028831963,36,749,785
15317,368255.1667,4,1,10,9,0,-1.064877823,1,1,0.6,0.6061,0.6,0.0896,-303.2648559,326,384
6063.522201,368255.1667,4,1,10,10,0,5,1,1,0.66,0.6212,0.54,0,68,192,260
15319,368255.1667,-194.8728828,1,10,11,-7.802514802,5,1,3.68180062,0.7,0.6515,0.274303493,0.194,90,214,304
15320,368255.1667,4,1,10,12,0,5,1,1,0.72,0.6515,0.42,0.1642,161,307,468
15321,368255.1667,4,1,10,13,0,5,1,1,0.7,0.6515,0.48,0,117,307,424
15322,368255.1667,4,1,10,-39.79941872,0,5,1,1,0.74,0.983769639,0.37,0.2239,113,287,400
9980.418644,368255.1667,4,1,10,15,0,5,1,1,0.72,0.6515,0.39,0.2537,150,320,470
15324,368255.1667,4,1,19.50135741,16,0,5,1,1,0.72,0.6515,0.37,0,153,481,634
15325,368255.1667,4,1,10,17,0,5,1,1,0.7,0.6364,0.42,0.32231041,158,742,900
15326,368255.1667,-30.09738746,1,10,18,0,5,1,1,0.64,0.6212,0.57,0.1343,106,655,761
15327,368255.1667,4,1,10,19,0,5,1,1,0.62,0.5909,0.73,0.1642,67,433,500
15328,383701.5056,4,1,10,20,0,5,1,1,0.6,0.5758,0.78,0.1343,66,306,372
15329,368255.1667,4,1,10,21,0,5,1,1,0.6,0.5909,0.69,0.2239,47,220,267
15330,368255.1667,4,1,10,22,0,5,1,1,0.6,1.10339831,0.73,0.2836,63,201,264
15331,368255.1667,4,1,10,23,0,5,1,1,0.58,0.5455,0.78,0.2239,23,148,171
15332,368279.1667,4,1,10,0,24,6,0,1,0.56,0.5303,0.83,0.1642,37,179.3857592,191
15333,368279.1667,4,1,10,1,100,6,0,1,0.56,0.5303,0.83,0.2537,25,116,141
15334,368279.1667,4,1,10,2,65,6,0,1.783509622,0.56,0.5303,0.78,0.775425991,13,-586.4330086,75
15335,368279.1667,4,1,10,3,14,6,0,1,0.54,0.5152,0.77,0.2239,2,54,56
15336,368279.1667,4,1,10,4,59,6,0,1,0.54,0.5152,0.83,0.2537,4,7,11
15337,368279.1667,4,1,10,5,98,6,0,1,0.54,-0.140081501,1.540198141,0.194,2,8,10
15338,368279.1667,4,1,20.38516644,6,11,6,0,1,0.54,0.5152,0.88,0.2537,2,28,30
15339,368279.1667,4,1,10,7,26,6,0,1,0.54,0.5152,0.83,0.2985,13,71,84
15340,368279.1667,4,1,10,8,75,6,0,1,0.56,0.5303,0.83,0.194,22,184,206
15341,368279.1667,4,1,10,9,26,6,0,1,0.6,0.5909,0.73,0.194,130,265,395
15342,368279.1667,4,1,10,10,48,6,0,1,0.62,0.6061,0.69,0.2836,198,341,539
15343,368279.1667,4,-0.577207697,10,11,81,6,0,1,0.64,0.6061,0.65,0.2537,258,389,647
15344,368279.1667,4,1,10,12,68,6,0,1,0.7,0.6515,0.54,0.1045,214.6757563,381,743
7878.008167,368279.1667,4,1,10,13,18,6,0,2,0.64,0.6212,0.57,0.5224,310,400,710
15346,368279.1667,4,1,10,14,28,6,0,2,0.64912711,0.6212,0.56,0.4179,269,307,576
15347,368279.1667,4,1,10,15,66,6.933121877,0,1,0.6,0.6212,0.46,0.4179,279,341,620
15348,368279.1667,4,1,10,16,24,6,0,1,0.6,0.6212,0.43,0.5224,317,342,659
15349,368279.1667,4,1,10,17,55,6,0,1,0.54,0.5152,0.49,0.3881,268,342,610
15350,368279.1667,4,1,10,18,23,6,0,1,0.52,0.5,0.48,0.4179,183,312,495
15351,368279.1667,4,1,10,19,56,6,0,1,0.48,0.4697,0.55,0.2239,102,239,341
15352,368279.1667,4,1,10,20,30,6,0,1,0.48,0.4697,1.677749485,0.2537,75,172,247
15353,368279.1667,4,1,10,21,83,6,0,1,0.46,-0.270464549,0.59,0.1343,78,137,215
15354,368279.1667,4,1,10,22,13,6,0,1,0.44,0.4394,0.62,0.1343,45,140,185
15355,368279.1667,4,1,10,23,4,6,0,1,0.44,0.4394,0.62,0.1343,37,-332.4490516,179
15356,368303.1667,4,1,10,0,88,0,0,1,0.44,0.4394,0.62,0.1642,28,99,127
15357,368303.1667,4,1,10,1,25,0,0,1,0.44,0.4394,0.54,0.2239,29,80,109
15358,368303.1667,4,1,10,2,64,-21.2549481,0,1,0.42,0.4242,0.62,0.1343,10,64,74
15359,368303.1667,4,1,10,3,10,0,0,2,0.44,0.4394,0.62,0.1343,5,17,22
15360,368303.1667,4,1,10,4,72,0,0,2,0.44,0.4394,0.54,0.2537,5,6,11
15361,368303.1667,4,1,10,5,5,0,0,2,0.44,0.4394,0.54,0.1343,2,8,10
15362,368303.1667,4,1,10,6,-45.62151316,0,0,2,0.44,0.4394,0.54,0.194,4,19,23
15363,359845.6431,4,1,10,7,89,0,0,3,0.42,0.4242,0.58,0.1642,6,29,35
15364,368303.1667,4,1,10,8,97,0,0,3,0.42,0.4242,0.67,0.1343,11,51,62
15365,368303.1667,4,1,10,9,100,0,0,3,0.4,0.4091,0.71,0.1343,16,70,86
15366,368303.1667,4,1,10,10,32,0,0,2,0.42,0.4242,0.67,0.194,41,144,185
15367,368303.1667,4,1,10,11,20,0,0,2,0.42,0.4242,0.71,0.1045,76,260,336
15368,368303.1667,4,1,10,12,95,0,0,2,0.42,0.4242,0.71,0,100,292,392
15369,368303.1667,4,1,10,13,18,0,0,2,0.44,0.4394,0.72,0.0896,80,240,320
15370,368303.1667,4,3.256805551,10,14,4,0,0,2,0.44,0.4394,0.67,0,-87.65444554,243,314
15371,368303.1667,4,1,10,15,41,0,0,3,0.42,0.4242,0.77,0.1343,74,232,306
15372,368303.1667,4,1,10,16,27,0,0,3,0.4,0.4091,0.82,0.1642,87,246,333
15373,368303.1667,4,1,10,17,97,-2.179546926,0,3,0.4,0.4091,0.82,0.2239,35,122,157
15374,368303.1667,4,1,10,18,94,7.576987921,0,3,0.4,0.4091,0.82,0.194,24,82,106
15375,368303.1667,4,1,10,19,26,0,0,2,0.4,0.4091,0.82,0.1045,17,97,114
15376,368303.1667,4,1,10,20,50,5.06603995,0,1,0.4,0.4091,0.82,0.1343,19,97,116
15377,368303.1667,4,1,10,21,98,0,0,1,0.38,0.3939,0.87,0.1045,22,91,113
15378,368303.1667,4,1,10,22,32,0,0.156611655,1,0.38,0.3939,0.87,0.1343,7,72,79
15379,368303.1667,4,1,10,23,63,0,0,1,0.36,0.3485,0.93,0.1343,12,68,80
15380,368327.1667,4,2.149731661,10,0,1,1,1,1,0.174793242,0.3939,0.76,0.2836,7,44,51
15381,368327.1667,4,1,10,1,1,1,1,1,0.34,0.3333,0.87,0.1642,2,35,37
15382,368327.1667,4,1,10,2,1,1,1,1,0.34,0.3333,0.81,0.194,3,12,15
15383,368327.1667,49.32651255,1,10,3,1,1,1,0.695747864,0.34,0.3485,0.81,0.1045,2,8,10
15384,382539.6743,4,1,10,4,1,1,1,0.08698562,0.32,0.3333,0.87,0.1343,1,6,7
15385,368327.1667,4,1,10,5,-23.6471728,1,1,1,0.34,0.3182,0.76,0.2239,2,17,19
15386,368327.1667,4,1,10,6,1,1,1,1,0.34,0.3485,1.001517675,0.1045,5,54,59
15387,368327.1667,4,1,10,7,1,1,1,2,0.34,0.3333,0.76,0.1642,3,151,154
15388,355806.4187,4,1,10,8,1,1,1,2,0.36,0.3485,0.71,0.2239,23,374,397
15389,368327.1667,4,1,10,9,1,1,1,2,0.38,0.3939,0.66,0.1642,59,273,332
15390,368327.1667,4,1,10,10,1,1,1,2,0.38,0.3939,0.68,0.1343,69,229,298
15391,368327.1667,4,1,10,11,1,1,1,2,0.4,0.4091,0.62,0.0896,72,236,308
15392,368327.1667,4,1,10,12,1,1,1,2,0.42,0.4242,0.63,0.1642,74,267,341
15393,368327.1667,4,1,10,13,1,1,1,2,0.42,0.4242,0.62,0.194,82,323,405
15394,368327.1667,4,1,-0.519697716,14,1,1,1,2,0.42,0.4242,0.58,0.737350425,121,299,420
15395,368327.1667,4,1,10,15,1,1,1,3,0.42,0.4242,0.58,0.194,76,294,370
15396,368327.1667,4,1,10,16,1,6.81974017,1,3,0.42,0.4242,1.86196972,0.194,61,316,377
22445.33884,368327.1667,4,1,10,17,1,1,1,2,0.42,0.4242,0.66,0.2537,81,416,497
15398,368327.1667,4,1,10,37.78270979,1,15.14547552,1,2,0.42,0.4242,0.66,0.2836,41,1066.936033,456
15399,368327.1667,4,1,10,19,1,1,1,2,0.4,0.4091,0.71,0.2537,38,333,371
15400,368327.1667,4,1,10,20,1,1,1,3,0.4,0.4091,0.71,0.2239,20,207,227
15401,368327.1667,4,1,10,21,1,1,1,-0.644644289,0.4,0.4091,0.76,0.2239,17,134,151
15402,368327.1667,4,1,10,22,1,1,1,3,0.4,0.4091,0.76,0.2537,142.2775094,101,107
15403,368327.1667,4,1,19.20752044,23,1,1,1,2,0.4,0.4091,0.71,0.2239,9,276.1270579,69
15404,368351.1667,4,1,10,0,0,2,1,2,0.38,0.3939,0.82,0.2239,9,22,31
15405,368351.1667,4,1,10,1,0,2,1,3,0.36,0.3485,0.87,0.2239,0,13,13
15406,368351.1667,4,1,10,20.05577678,0,2,1,3,0.36,0.3333,0.87,0.428782179,2,5,7
15407,367050.4866,4,1,10,3,0,2,1,3,0.36,0.3333,1.30817407,0.2836,0,3,3
15408,368351.1667,4,1,10,4,179.9688385,2,1,2.641970253,0.36,-0.444291114,0.87,0.1642,1,6,7
12683.9828,368351.1667,4,1,10,5,0,2,1,0.447635216,0.38,0.3939,0.82,0.194,0,19,19
15410,383046.4388,4,1,10,6,0,2,1,2,0.38,0.3939,0.82,0.2537,2,141,143
15411,368351.1667,4,1,10,7,0,2,1,1,0.38,0.3939,0.83,0.2537,5,357,362
15412,368351.1667,4,1,10,8,0,2,1,2,0.42,0.4242,0.8,0.194,15,698,713
15413,368351.1667,4,1,10,9,0,2,1,2,0.42,0.4242,0.77,0.2239,37,345,382
15414,368351.1667,4,1,10,10,0,2,1,3.223876439,0.44,0.4394,0.75,0.2239,33,131,164
15415,368351.1667,4,1,10,11,185.0350567,2,1,2,0.48,0.4697,0.69,0.194,37,156,193
9797.102324,368351.1667,4,1,10,12,0,2,1,2,0.48,0.4697,0.69,0.194,43,217,260
15417,368351.1667,4,1,10,13,0,0.868285307,1,2,0.5,0.4848,1.341602799,0.1343,54,184,238
15418,368351.1667,4,1,10,14,0,2,1,2,0.54,0.5152,0.64,0.194,43,201,244
15419,346724.4407,4,1,10,15,0,2,1,2,0.52,0.5,0.63,0.1642,59,195,254
15420,368351.1667,4,1,10,16,0,2,1,1.164156503,0.5,0.4848,0.72,0.1642,70,354,424
15421,368351.1667,4,1,10,17,-25.78859395,2,1,2,0.52,0.5,0.68,0.1642,73,733,806
15422,368351.1667,4,1,10,18,0,2,1,2,0.5,0.4848,0.72,0.2239,26,758,784
15423,368351.1667,-141.3993455,1,10,19,0,2,1,2,0.5,0.4848,0.72,0.1642,31,1095.485427,514
15424,368351.1667,4,1,10,20,0,2,1,2,0.5,0.4848,0.72,0.1642,30,330,360
15425,368351.1667,4,1,10,21,0,2,1,2,0.48,0.4697,0.77,0.1343,16,209,225
15426,368351.1667,4,0.281866902,10,22,0,2,1,2,0.48,0.4697,0.77,0.0896,7,155,162
15427,368351.1667,4,1,10,23,0,2,1,2,0.48,0.4697,0.77,0.0896,8,76,84
15428,368375.1667,4,1,10,0,0,3,1,5.724698147,0.46,0.4545,0.88,0.0896,0,33,33
15429,368375.1667,4,1,10,1,0,3,1,2,0.46,0.4545,0.88,0,2,6,8
15430,368375.1667,4,1,10,9.766778473,0,3,1,2,0.46,0.4545,0.88,0,2,6,8
15431,368375.1667,4,1,4.726787933,3,0,3,1,2,0.46,0.4545,0.88,0,0,1321.423323,6
15432,368375.1667,4,1,10,4,0,3,1,2,0.46,0.4545,-0.418767508,0.1045,0,6,6
15433,368375.1667,4,1,0.17681755,5,0,3,1,2,0.46,0.4545,0.88,0.0896,2,38,40
15434,368375.1667,4,1,10,6,0,3,1,2,0.46,0.4545,0.88,0.0896,3,172,175
15435,368375.1667,4,1,10,7,0,3,1,1,0.46,0.4545,0.82,0.1045,9,498,507
15436,368375.1667,-149.7315003,4.099728653,10,8,0,3,1,1,0.5,0.4848,0.77,0.1642,33,806,839
15437,368375.1667,4,1,10,9,0,3,1,1,0.54,0.5152,0.290340867,0.2836,35,331,366
15438,368375.1667,4,1,10,10,0,3,1,5.638008894,0.56,0.5303,0.52,0.2985,27,190,217
15439,368375.1667,4,1,10,11,0,3,1,1,0.54,0.5152,0.52,0.194,53,238,291
15440,368375.1667,4,1,10,12,0,2.268154726,1,1,0.54,0.5152,0.56,0.2239,78,312,390
-25388.29191,368375.1667,4,1,10,13,0,3,1,1,0.56,0.5303,0.49,0,60,237,297
6266.207587,368375.1667,4,1,10,30.17554285,0,3,1,1,0.6,0.6212,0.4,0.1642,63,208,271
15443,368375.1667,4,0.951691018,10,15,0,1.575125247,1,1,0.6,0.6212,0.4,0.1642,58,261,319
15444,368375.1667,4,1,10,16,0,3,1,1,0.6,0.6212,0.4,0.2239,92,474,566
15445,368375.1667,4,1,10,17,0,3,1,1,0.58,0.5455,0.43,0.2239,91,857,948
15446,368375.1667,-259.9505661,1,10,18,0,3,1,2,-0.832705037,0.5303,0.49,0.1642,57,787,844
15447,368375.1667,4,1,10,19,0,3,1,2,0.856488526,0.5303,0.46,0.5821,32,534,566
15448,368375.1667,4,1,10,20,0,3,1,1,0.52,0.5,0.48,0.4925,21,371,392
15449,368375.1667,4,1,10,21,0,3,1,1,0.5,0.4848,0.51,0.3582,18,251,269
14364.48583,368375.1667,4,1,10,22,0,3,1,1,0.46,0.4545,0.55,0.2985,27,170,197
15451,368375.1667,4,1,10,23,0,3,1,1,0.44,0.4394,0.58,0.194,17,119,136
15452,368399.1667,4,1,10,0,0,4,1,1,0.44,0.4394,0.51,0.1343,1,41,42
15453,368399.1667,4,1,10,1,0,4,1,1,0.44,0.4394,0.47,0.194,1,10,11
15454,368399.1667,4,1,10,2,0,4,1,1,0.42,0.4242,1.108770904,0.1343,4,7,11
15455,368399.1667,4,1,14.99848823,3,0,4,1,1,0.42,0.4242,0.47,0.2985,0,3,3
15456,368399.1667,4,1,10,4,0,4,1,1,0.4,0.4091,0.5,0.2537,0,10,10
15457,368399.1667,10.72075789,1,10,5,0,4,1,1,0.36,0.3485,0.5,0.1642,0,42,42
15458,368399.1667,4,1,10,6,0,4,1,1,0.36,0.3485,0.5,0.1642,1,158,159
15459,368399.1667,4,1,-8.962534465,7,0,4,1,1,0.36,0.3333,0.5,0.2537,11,467,478
15460,368399.1667,4,1,10,8,0,4,1,1,0.38,0.3939,0.46,0.3881,25,773,798
15461,368399.1667,4,1,5.852581061,9,0,4,1,1,0.4,0.4091,0.43,0.3881,27,-57.68265289,355
15462,368399.1667,4,1,10,10,0,4,1,1,0.905610272,0.4394,0.41,0.3582,39,165,204
15463,368399.1667,4,1,10,26.70600129,0,4,1,1,0.46,0.4545,0.36,0,76,175,251
15464,368399.1667,4,1,10,12,0,4,1,1,0.46,0.4545,0.36,0,47,279,326
15465,368399.1667,4,1,10,13,0,4,1,1,0.57756526,0.4848,0.31,0.1045,48,243,291
15466,368399.1667,4,1,10,14,0,4,1,1,0.52,0.5,0.32,0.0896,78,184.1148377,348
15467,368399.1667,4,1,10,15,0,4,1,1,1.204385313,0.5,0.34,0.1642,102,358,460
15468,368399.1667,4,1,10,16,0,4,1,1,0.5,0.4848,0.36,-0.446233456,68,413,481
15469,381735.6139,4,1,10,17,0,4,1,1,0.5,0.4848,0.39,0.2836,90,737,827
15470,368399.1667,4,1,10,18,0,4,1,1,0.46,0.4545,0.44,0.1642,64,628,692
15471,368399.1667,4,1,26.39622005,19,0,4,1,1,0.44,0.4394,0.51,0.1343,81,662,743
15472,368399.1667,4,1,10,20,0,4,1,1,0.42,0.4242,0.62,0.1642,145.2762922,388,415
15473,368399.1667,4,1,10,21,0,4,1,1,0.42,0.4242,0.62,0.1343,24,236,260
15474,368399.1667,4,1,10,22,0,4,1,1,0.4,0.41358896,0.66,0.1642,10,167,177
15475,368399.1667,4,1,10,23,0,4,1,1,0.42,0.4242,0.58,0.0896,10,176,186
15476,368423.1667,4,1,10,0,0,5,1,1,0.4,0.4091,1.03539575,0.1045,-84.29815385,60,68
15477,368423.1667,4,1,10,1,0,5,1,1,0.4,0.4091,0.66,-0.00218668,8,29,37
15478,368423.1667,4,1,10,2,0,5,1,1,0.4,0.4091,0.66,0.0896,0,16,16
15479,368423.1667,4,1,10,-17.27707742,0,5,1,1,0.36,0.3636,0.76,0.0896,0,6,6
15480,368423.1667,4,1,10,4,0,5,1,1,0.36,0.3636,0.76,0.1045,0,8,8
15481,368423.1667,4,1,10,5,26.72006378,5,1,1,0.36,0.3636,0.81,0.0896,2,33,35
15482,368423.1667,4,1,10,6,0,5,1,1,0.34,0.3485,0.81,0.0896,3,140,143
15483,368423.1667,4,1,10,7,0,5,1,1,0.36,0.3636,0.81,0.0896,8,384,392
15484,368423.1667,4,1,10,8,0,5,1,1,0.349272621,0.4242,0.71,0.0896,34,711,745
15485,368423.1667,4,1,10,9,0,5,1,1,0.421876145,0.4848,0.39,0.2985,26,374,400
15486,368423.1667,4,1,10,10,0,5,1,1,0.52,0.5,0.36,0.2985,75,200,275
15487,368423.1667,4,1,10,11,0,5,1,1,0.54,0.5152,0.37,0.3582,61,252,313
15488,368423.1667,117.5366106,1,10,12,0,5,1,1,0.54,0.5152,0.39,0.4627,75,312,387
-650.2245955,368423.1667,4,1,10,13,0,5,1,1,0.56,0.5303,0.37,0.3881,81,300,381
15490,368423.1667,4,1,10,14,0,5,0.856845339,1,0.56,0.5303,0.37,0.4627,109,262,371
15491,368423.1667,4,1,10,15,0,5,1,1,0.52,0.5,0.42,0.4478,73.61608818,317,455
15492,368423.1667,4,1,10,16,0,5,1,1.369192674,0.46,1.829656795,0.41,0.3582,108,412,520
15493,396420.6531,4,1,10,17,0,5,1,1,0.46,0.612943869,2.096452906,0.3881,131,706,837
15494,368423.1667,4,5.490757278,10,18,0,5,1,1,0.44,0.4394,0.38,0.2985,76,566,642
15495,368423.1667,-133.0340332,1,10,41.16863774,157.223263,5,1,1,0.42,0.4242,0.41,0.2239,40,453,493
15496,368423.1667,4,1,10,20,0,5,1,1,0.42,0.4242,0.47,0.1343,28,253.5707174,308
15497,368423.1667,4,1,10,21,0,5,1,1,0.4,0.4091,0.54,0.194,21,169,190
15498,368423.1667,4,1,10,22,0,5,1,1,0.4,0.4091,0.47,0.2985,17,143,160
15499,368423.1667,4,1,10,23,0,5,1,1,0.36,0.3485,0.57,0.194,11,89,100
15500,389323.5114,4,1,10,0,25,6,0,1,0.36,0.3636,0.57,0.0896,31,218,249
15501,368447.1667,4,1,10,1,21,6,0,1,0.34,0.3333,0.53,0.1343,23,123,146
15502,368447.1667,4,1,10,2,33,6,0,1,0.34,0.3333,0.53,0.194,7,60,67
15503,368447.1667,4,1,10,3,35,6,0,1,0.32,0.303,0.66,0.2239,2,13,15
15504,368447.1667,4,0.959050529,10,4,23,12.62238439,0,1,0.3,0.303,0.65,0.1642,2,9,11
15505,368447.1667,4,1,10,5,37,6,0,1,0.3,0.2879,0.61,0.194,0,11,11
15506,368447.1667,4,1,10,6,86,6,0,1,0.3,0.2879,0.61,0.194,5,23,28
15507,368447.1667,4,1,10,7,56,6,0,1,0.3,0.303,0.61,0.1642,10,60,70
15508,365341.3941,4,1,10,8,30,6,0,1,0.34,0.3485,0.53,0.1045,23,151,174
15509,368447.1667,-164.6321715,1,10,9,6,6,1.815075101,1,0.230447681,0.3636,0.5,0.0896,46,220,266
15510,368447.1667,4,1,10,10,15,6,0,1,0.4,0.4091,0.43,0,82,265,347
15511,368447.1667,40.37467628,1,10,22.87614366,85,6,0,1,0.42,0.4242,0.35,0.1343,192,335,527
15512,368447.1667,4,1,10,12,43,6,0,1,0.44,0.4394,0.35,0,202,371,573
15513,368447.1667,4,2.155220449,10,13,8,6,0,1,0.46,0.4545,0.36,0.194,235,435,670
15514,368447.1667,4,1,10,14,57,6,0,1,0.48,0.4697,0.33,0.194,243,354,597
15515,368447.1667,4,1,10,15,86,6,0,1,0.5,0.4848,0.36,0.194,251,364,615
15516,368447.1667,4,1,32.03111191,16,77,6,0,1,0.5,0.4848,0.31,0.194,294,343,637
15517,368447.1667,-161.1567403,1,10,17,76,6,0,1,0.46,0.4545,0.38,0.1642,193,335,528
15518,368447.1667,4,1,10,18,78,6,0,1,0.46,0.4545,0.44,0.1343,174,299,473
15519,368447.1667,4,1,10,19,90,6,0,0.88413486,0.44,0.4394,-1.235960333,0.1642,73,259,332
15520,396131.2883,-108.7215274,1,10,20,18,6,0,1,0.4,0.4091,0.54,0.0896,57,198,255
15521,368447.1667,4,1,10,21,23,6,0,1,0.4,0.4091,0.12546703,0.194,47,157,204
15522,368447.1667,4,1,10,52.48634987,64,6,0,-0.239085842,0.4,0.4091,0.62,0,33,156,189
15523,368447.1667,4,1,10,23,38,6,0,1,0.42,0.4242,0.58,0.2985,27,98,125
15524,368471.1667,4,1,10,0,67,0,0,1,0.4,0.4091,0.71,0.2537,89.91540583,103,111
15525,368471.1667,4,1,10,1,32,0,0,1,0.076140527,0.4242,0.77,0.2836,16,96,112
15526,368471.1667,4,1,10,2,55,0,0,1,-0.22325886,0.4091,0.76,0.0896,8,58,66
15527,368471.1667,4,1,10,3,42,0,0,1,0.42,0.4242,0.77,0.2985,3,25,28
15528,368471.1667,4,1,10,4,183.2425355,0,0,1,0.42,0.4242,0.77,0.2836,2,10,12
15529,368471.1667,4,1,-4.283658921,5,276.5987607,0,0,1,0.4,0.4091,0.82,0.194,5,6,11
15530,368471.1667,4,1,10,6,11,0,0,1,0.4,0.4091,0.82,-0.167434169,81.86243083,20,24
15531,368471.1667,4,1.067217506,10,7,74,0,0,1,0.42,0.4242,0.82,0.2239,7,44,51
15532,368471.1667,4,1,10,8,5,0,0,1,0.44,0.4394,0.77,0.194,28,104,132
15533,368471.1667,4,1,10,9,35,0,0,2,0.48,0.4697,0.67,0.2836,62,161,223
15534,368471.1667,4,1,10,10,55,0,0,1,0.54,0.625538869,0.56,0.194,150,278,428
15535,368471.1667,4,1,10,11,57,0,0,1,0.56,0.5303,0.52,0.2985,518.9942592,338,494
15536,368471.1667,4,1,10,12,75,0,0,1,0.62,0.6212,0.46,0.3284,200,362,562
