Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1471881945,GJH6781,NY,PAS,06/17/2020,14,SUBN,CHEVR,P,31530,77530,18630,20210930,79,79,79,"950,664",0079,0000,0835A,,K,F,515,DEKALB AVE,,0,408,C,,YYYYYBB,0700A,1000A,BLK,0,2016,-,0,,,,,
1471881957,GLJ2664,NY,PAS,06/17/2020,41,SUBN,HONDA,P,41330,89330,74830,20220116,79,79,79,"950,664",0079,0000,1015A,,K,O,505,FLUSHING AVE,,0,408,C,,YYYYYYB,0800A,0400P,GY,0,2019,-,0,,,,,
1471881969,JFM4550,NY,PAS,06/18/2020,18,SUBN,HYUND,P,18630,93230,31530,20201223,79,79,79,"950,664",0079,0000,0718A,,K,F,909,BEDFORD AVE,,0,408,F4,,YYYYYBB,0700A,1000A,BLU,0,2018,-,0,,,,,
1471881970,HWV4077,NY,PAS,06/18/2020,18,SUBN,HONDA,P,18630,69230,63030,20220115,79,79,79,"950,664",0079,0000,0722A,,K,F,838,BEDFORD AVE,,0,408,F4,,YYYYYBB,0700A,1000A,GY,0,2018,-,0,,,,,
1471881982,JLP1549,NY,PAS,06/18/2020,18,SUBN,KIA,P,18630,41330,69230,20210918,79,79,79,"950,664",0079,0000,0728A,,K,F,765,BEDFORD AVE,,0,408,F4,,YYYYYBB,0700A,1000A,GY,0,2019,-,0,,,,,
1471882019,JPP9263,NY,PAS,06/23/2020,14,SUBN,HYUND,P,18630,41330,69230,20220227,79,79,79,"950,664",0079,0000,0740A,,K,F,744,BEDFORD AVE,,0,408,C,,BBBBBBB,ALL,ALL,W,0,2020,-,0,,,,,
1471882020,JRU8644,NY,PAS,06/25/2020,11,SUBN,VOLKS,P,41930,41330,69230,20220602,79,79,79,"950,664",0079,0000,0725A,,,F,56,FRANKLIN AVE,,0,408,C,,BBBBBBB,ALL,ALL,BK,0,2019,-,0,,,,,
1471882044,JNS2469,NY,PAS,06/23/2020,20,SUBN,TOYOT,P,41330,89330,74830,20211229,79,79,79,"950,664",0079,0000,0848A,,K,F,490,FLUSHING AVE,,0,408,D,,YYYYYYB,0800A,0400P,GY,0,2018,-,0,,,,,
1471882081,GXW8524,NY,PAS,06/22/2020,14,SUBN,ACURA,P,31530,18630,79530,20210429,79,79,79,"950,664",0079,0000,0722A,,K,F,543,DEKALB AVE,,0,408,C,,YYYYYBB,0700A,1000A,GY,0,2005,-,0,,,,,
1471882093,JNZ1684,NY,999,06/25/2020,18,SDN,,P,18630,63030,93230,0,79,79,79,"950,664",0079,0000,0709A,,K,F,873,BEDFORD AVE,,0,408,C,,YYYYYBB,0700A,1000A,BLK,0,0,-,0,,,,,
1471882100,LCB9119,PA,PAS,06/25/2020,18,SUBN,KIA,P,18630,69230,63030,0,79,79,79,"950,664",0079,0000,0712A,,K,F,815,BEDFORD AVE,,0,408,F4,,YYYYYBB,0700A,1000A,BL,0,0,-,0,,,,,
1471882524,HSZ5980,NY,PAS,06/25/2020,14,SUBN,FORD,P,31530,18630,79530,20210920,79,79,79,"950,664",0079,0000,0757A,,K,F,551,DEKALB AVE,,0,408,C,,YYYYYBB,0700A,1000A,GRN,0,1997,-,0,,,,,
1471887091,JKV5273,NY,PAS,06/17/2020,98,SDN,VOLVO,P,72730,86330,89730,20200711,77,77,77,"965,868",0077,0000,0121A,,K,F,359,PROSPECT PL,,0,408,E2,,BBBBBBB,ALL,ALL,BLU,0,1998,-,0,,,,,
1471916339,HZN5556,NY,PAS,06/22/2020,46,SDN,HYUND,P,80430,75430,86630,20201025,77,77,77,"968,803",0077,0000,0458P,,,F,1139,SAINT MARKS AVE,,0,408,C,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1473087028,JDM2558,NY,PAS,06/30/2020,98,SDN,TOYOT,P,0,0,0,20201024,121,121,121,"967,913",0121,0000,1130A,,R,,,,,0,408,F2,,BBBBBBB,ALL,ALL,SILVE,0,2016,-,0,,,,,
1471916558,KJX5923,PA,PAS,06/19/2020,98,SDN,VOLVO,P,72730,23530,73110,0,77,77,77,"965,310",0077,0000,1240P,,K,F,1570,PROSPECT PL,,0,408,D1,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,
1471942144,LFP9065,PA,PAS,06/15/2020,46,SDN,NISSA,P,13630,34330,56230,20201130,75,75,75,"966,529",0075,0000,1152P,,K,F,757,AUTUMN AVE,,0,408,F1,,BBBBBBB,ALL,ALL,GRY,0,2018,-,0,,,,,
1471942272,JET1585,NY,PAS,06/16/2020,98,SDN,BUICK,P,76530,70930,18830,20210124,75,75,75,"966,529",0075,0000,0028A,,K,F,437,SHEPHERD AVE,,0,408,F2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471942892,HWY4526,NY,PAS,06/16/2020,40,SUBN,CHEVR,P,49830,61030,23630,20200324,75,75,75,"966,529",0075,0000,0451A,,K,F,215,HIGHLAND BLVD,,0,408,F2,,BBBBBBB,ALL,ALL,,0,2007,-,0,,,,,
1471945078,JED1784,NY,PAS,06/19/2020,40,SDN,ME/BE,P,75430,69330,81430,20201213,77,77,77,"933,747",0077,0000,0305A,,K,O,202,SCHENECTADY AVE,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0,2010,-,0,,,,,
1471959223,JC6X3B,99,PAS,06/09/2020,50,VAN,FORD,P,18630,66130,66030,0,94,94,94,"927,025",0094,0000,1029A,,K,F,229,BEDFORD AVE,,0,408,E2,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1471959284,HPW2929,NY,PAS,06/14/2020,71,SUBN,ROVER,P,94330,93930,52530,20210507,94,94,94,"927,075",0094,0000,1215P,,K,F,160,WOODPOINT RD,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0,2016,-,0,,,,,
1471959296,JJT5164,NY,PAS,06/14/2020,71,SDN,BMW,P,94330,93930,52530,20210412,94,94,94,"927,025",0094,0000,1218P,,K,F,152,WOODPOINT RD,,0,408,J6,,BBBBBBB,ALL,ALL,WH,0,2008,-,0,,,,,
1471959351,JKZ6455,NY,PAS,06/21/2020,40,SUBN,R/R,P,66230,32600,54000,20210813,94,94,7,"965,409",0007,0000,0117A,,,O,40,N 6TH ST,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0,2011,-,0,,,,,
1471959995,GEG2532,NY,PAS,06/10/2020,67,P-U,GMC,P,0,0,0,20200610,94,94,94,"963,237",0094,0000,1104P,,K,F,2,NORTH 6TH PL,,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0,2016,-,0,,,,,
1471960778,HNP1142,NY,PAS,06/12/2020,16,SUBN,BMW,P,66230,34130,73650,20210126,94,94,94,"957,726",0094,0000,0941A,,K,F,226,N 6TH ST,,0,408,F7,,YBBBYBB,0700A,0700P,BLK,0,2013,-,0,,,,,
1471961163,K30465K,PA,PAS,06/09/2020,41,SDN,AUDI,P,34730,42030,58330,20210531,94,94,94,"968,274",0094,0000,1108P,,,F,91,EAGLE ST,,0,408,K2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471961175,JBS9173,NY,PAS,06/07/2020,98,VAN,KIA,P,51730,58330,59640,20200730,94,94,94,"968,274",0094,0000,1056P,,K,F,207,HURON ST,,0,408,F2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471961837,JLF4018,NY,PAS,06/05/2020,98,SUBN,DODGE,P,51730,58330,59640,20210721,94,94,94,"968,889",0094,0000,1005P,,K,F,207,HURON ST,,0,408,F2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471974522,HLN2869,NY,PAS,06/26/2020,98,SDN,HONDA,P,73380,82430,49230,20200925,73,73,73,"964,422",0073,0000,0919P,,K,F,77,RIVERDALE AVE,,0,408,K2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471976312,JRG7733,NY,PAS,06/26/2020,98,SDN,BMW,P,83430,50830,73470,20220318,73,73,73,"959,472",0073,0000,0838A,,K,F,268,SUMPTER ST,,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0,2008,-,0,,,,,
1471987401,HPB8707,NY,PAS,06/17/2020,98,VAN,HONDA,P,54100,29330,61330,20210717,83,83,83,"963,538",0083,0000,0920A,,K,F,915,KNICKERBOCKER AVE,,0,408,D1,,BBBBBBB,ALL,ALL,WH,0,2003,-,0,,,,,
1471989951,HWH2958,NY,PAS,06/24/2020,98,SUBN,BMW,P,78330,54000,95030,20211116,90,90,90,"960,253",0090,0000,0225P,,K,F,25,SOUTH 3 ST,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0,2018,-,0,,,,,
1471990886,HFP743,NY,PAS,06/25/2020,14,SUBN,TOYOT,P,0,0,0,20220511,90,90,90,"941,927",0090,0000,0941P,,K,,,F/O GRAND ST,RIVER ST,0,408,C,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1471990898,JEN3384,NY,PAS,06/25/2020,14,SDN,BMW,P,0,0,0,20200829,90,90,90,"941,927",0090,0000,0942P,,K,,,I/O GRAND ST,RIVER ST,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,2006,-,0,,,,,
1471990904,JKE5966,NY,PAS,06/20/2020,46,SDN,HONDA,P,0,0,0,20210930,90,90,40,"941,927",0040,0000,1027P,,,,,I/O GRAND ST,RIVER ST,0,408,F2,,BBBBBBB,ALL,ALL,WH,0,2020,-,0,,,,,
1471993826,JXZ7296,PA,PAS,06/18/2020,98,VAN,FORD,P,23230,49430,64630,0,90,90,90,"964,292",0090,0000,0151P,,K,F,453,BROADWAY,,0,408,E3,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1471993966,JHL4908,NY,PAS,06/24/2020,19,SDN,ME/BE,P,78430,53970,50530,20210505,90,90,90,"936,285",0090,0000,0345A,,K,F,363,SOUTH 4TH ST,,0,408,F2,,BBBBBBB,ALL,ALL,BLUE,0,2016,-,0,,,,,
1471993980,JPN7804,99,PAS,06/24/2020,19,SDN,BMW,P,78430,53970,50530,20200420,90,90,90,"946,281",0090,0000,0345A,,K,F,361,SOUTH 4 ST,,0,408,C3,,BBBBBBB,ALL,ALL,G,0,2017,-,0,,,,,
1471993991,JPK4978,NY,PAS,06/24/2020,40,SDN,BMW,P,50530,78430,78330,20220309,90,90,90,"936,285",0090,0000,0415A,,K,F,350,HOOPER ST,,0,408,C3,,BBBBBBB,ALL,ALL,BLACK,0,2016,-,0,,,,,
1471994004,JAHJAH,NJ,PAS,06/24/2020,40,SDN,BMW,P,50530,78530,78430,0,90,90,90,"946,281",0090,0000,0415A,,,F,340,HOOPER STREET,,0,408,E2,,BBBBBBB,ALL,ALL,WH,0,2013,-,0,,,,,
1472000110,JSB3465,NY,PAS,06/20/2020,40,SDN,NISSA,P,75230,93530,54100,20220528,83,83,83,"902,270",0083,0000,0850P,,K,F,235,SCHAEFER ST,,0,408,C,,BBBBBBB,ALL,ALL,TN,0,2006,-,0,,,,,
1472000134,HSC2742,NY,PAS,06/20/2020,40,SDN,HONDA,P,0,40404,40404,20210519,83,83,83,"902,270",0083,0000,1115P,,K,F,855,KINCKERBOCKER AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BLUE,0,2013,-,0,,,,,
1472000146,KHAW91,FL,PAS,06/23/2020,98,SDN,NISSA,P,25330,93230,93230,20200103,83,83,83,"902,270",0083,0000,0655P,,K,F,150,CENTRAL AVE,,0,408,E2,,BBBBBBB,ALL,ALL,TN,0,2003,-,0,,,,,
1474566686,K587544,IL,PAS,07/02/2020,20,SDN,BMW,S,13010,17990,18010,0,17,17,0,"905,588",MN06,0000,1025A,,NY,F,34,BEEKMAN PLACE,,0,408,D,,YBBYBBB,1000A,1130A,SILVE,0,0,-,0,,,,,
1474567800,GSX1243,NY,PAS,06/29/2020,21,SUBN,NISSA,S,10210,17470,17490,20200907,13,13,0,"588,792",MN06,0000,0737A,,NY,F,325,3RD AVENUE,,0,408,D,,YYYYYYB,0730A,0800A,BL,0,2014,-,0,,,,,
1474569456,HRU7243,NY,PAS,07/02/2020,21,SDN,HONDA,S,10110,17590,17610,20210608,17,17,0,"989,607",ME06,0000,0841A,,NY,F,554,2ND AVE,,0,408,D1,,YYYYBYB,0830A,0900A,GY,0,2011,-,0,,,,,
1474569468,HYK6078,NY,PAS,06/30/2020,17,SDN,LEXUS,S,0,0,0,20220426,13,13,0,"989,607",ME06,0000,0841P,,NY,,,W/S MT,N/E E 26TH ST,0,408,D1,,BBBBBBB,ALL,ALL,BL,0,2018,-,0,,,,,
1474569470,JAM2369,NY,PAS,06/30/2020,17,SUBN,GMC,S,0,0,0,20200826,13,13,0,"989,607",ME06,0000,0836P,,NY,,,,N/S E 26TH ST,0,408,C4,,BBBBBBB,ALL,ALL,BK,0,2015,-,0,,,,,
1474569481,HFS5393,NY,PAS,07/01/2020,40,SUBN,ACURA,S,17370,10210,10110,20200614,13,13,0,"989,607",ME06,0000,0824A,,NY,F,245,EAST 19TH ST,,0,408,D1,,BBBBBBB,ALL,ALL,WH,0,2013,-,0,,,,,
1474569493,HZU2020,NY,PAS,07/02/2020,21,SDN,HYUND,S,10110,17590,17610,20220528,17,17,0,"989,607",ME06,0000,0843A,,NY,F,554,2ND AVE,,0,408,D1,,YYYYYYB,0830A,0900A,BL,0,2007,-,0,,,,,
1474569500,KKJ0995,PA,PAS,07/02/2020,21,SDN,DODGE,S,10110,17590,17610,0,17,17,0,"989,602",ME06,0000,0840A,,NY,F,542,2ND AVE,,0,408,D1,,YYYYYYB,0830A,0900A,GRAY,0,0,-,0,,,,,
1474569523,GYG2335,NY,PAS,07/02/2020,14,SDN,VOLKS,S,17330,23390,10210,20210523,13,13,0,"989,607",ME06,0000,1250P,,NY,F,135,E 17TH ST,,0,408,C,,BBBBBBB,ALL,ALL,WH,0,2015,-,0,,,,,
1474569572,HES3784,NY,PAS,06/16/2020,17,SUBN,CADIL,S,0,0,0,20210605,13,13,0,"989,607",ME06,0000,0901A,,NY,,,W/S MT CARMEL,N/S E 26TH ST,0,408,C4,,BBBBBBB,ALL,ALL,BK,0,2016,-,0,,,,,
1474569614,HHH5697,NY,PAS,06/29/2020,21,SUBN,TOYOT,S,10110,17290,17330,20200626,17,17,0,"588,792",MN06,0000,0838A,,NY,O,285,2ND AVENUE,,0,408,E2,,YYYYYYB,0830A,0900A,GREY,0,2015,-,0,,,,,
1474569626,JCN1271,NY,PAS,06/29/2020,21,SDN,,S,10110,17290,17330,20200916,17,17,0,"588,792",MN06,0000,0839A,,NY,O,285,2ND AVENUE,,0,408,D1,,YYYYYYB,0830A,0900A,BL,0,2015,-,0,,,,,
1474569638,JAE7929,NY,PAS,06/30/2020,40,SDN,ME/BE,S,17430,10210,10110,20220628,13,13,0,"588,792",MN06,0000,0204A,,NY,O,220,EAST 22ND STREET,,0,408,D1,,BBBBBBB,ALL,ALL,SILVE,0,0,-,2,,,,,
1474569651,H73KYB,NJ,PAS,07/02/2020,21,SUBN,VOLKS,S,10210,17470,17490,0,13,13,0,"588,792",MN06,0000,0742A,,NY,F,333,3RD AVENUE,,0,408,E2,,YYYYYYB,0730A,0800A,GREY,0,0,-,0,,,,,
1474569663,HYY9653,NY,PAS,07/02/2020,21,SDN,MAZDA,S,10210,17470,17490,20220418,13,13,0,"588,792",MN06,0000,0744A,,NY,F,325,3RD AVENUE,,0,408,D1,,YYYYYYB,0730A,0800A,GREY,0,2013,-,0,,,,,
1474569675,GZJ6790,NY,PAS,07/02/2020,21,SUBN,HONDA,S,17610,24890,10210,20210618,17,17,0,"588,792",MN06,0000,1006A,,NY,F,135,EAST 31ST STREET,,0,408,D1,,YBBYBBB,1000A,1130A,GREY,0,2015,-,0,,,,,
1474569705,JDB1994,NY,PAS,07/02/2020,21,SUBN,FORD,S,17590,10110,10010,20201129,17,17,0,"588,792",MN06,0000,1025A,,NY,F,393,EAST 30TH STREET,,0,408,D1,,YBBYBBB,1000A,1130A,GREEN,0,2013,-,0,,,,,
1474569742,JBZ9045,NY,PAS,07/07/2020,21,SDN,MINI,S,17650,10210,10110,20200904,17,17,0,"588,792",MN06,0000,1040A,,NY,F,217,EAST 33RD STREET,,0,408,D1,,YBBYBBB,1000A,1130A,BLUE,0,2018,-,0,,,,,
1474581602,HLR1523,NY,PAS,06/29/2020,20,SDN,VOLKS,S,37626,10910,11010,20201010,34,34,0,"903,530",MN12,0000,0623A,,NY,F,400,WEST 202 ST,,0,408,C4,,BBBBBBB,ALL,ALL,SILVE,0,2005,-,0,,,,,
1474582217,JPL4396,NY,PAS,07/01/2020,21,SDN,ME/BE,S,16910,30490,32690,20220124,34,34,0,"903,530",MN12,0000,0741A,,NY,F,168,DYCKMAN ST,,0,408,E2,,YYYYYYB,0730A,0800A,WHT,0,2016,-,0,,,,,
1474582229,GDW3120,ME,PAS,07/01/2020,21,SUBN,MITSU,S,16910,30490,32690,0,34,34,0,"903,530",MN12,0000,0742A,,NY,F,168,DYCKMAN ST,,0,408,D1,,YYYYYYB,0730A,0800A,SILVE,0,0,-,0,,,,,
1474582230,JPH4732,NY,PAS,07/01/2020,21,SDN,NISSA,S,37690,32690,13610,20220219,34,34,0,"903,530",MN12,0000,0807A,,NY,F,606,WEST 207 ST,,0,408,D1,,YYYYYYB,0800A,0830A,BLK,0,2018,-,0,,,,,
1474582242,JHZ4679,NY,PAS,07/01/2020,21,SDN,ACURA,S,37690,32690,13610,20210618,34,34,0,"903,530",MN12,0000,0813A,,NY,F,588,WEST 207 ST,,0,408,D1,,YYYYYYB,0800A,0830A,GREY,0,2019,-,0,,,,,
1474582278,HXH1930,NY,PAS,07/01/2020,21,SDN,BMW,S,37690,30490,32690,20220411,34,34,0,"903,630",MN12,0000,0820A,,NY,F,564,WEST 207 ST,,0,408,D1,,YYYYYYB,0800A,0830A,SILVE,0,2014,-,0,,,,,
1474582280,JMC8655,NY,PAS,07/01/2020,21,SDN,ACURA,S,37690,30490,32690,20220511,34,34,0,"903,530",MN12,0000,0821A,,NY,F,564,WEST 207 ST,,0,408,D1,,YYYYYYB,0830A,0830A,GRAY,0,2008,-,0,,,,,
1474582291,JNM3573,NY,PAS,07/01/2020,21,SUBN,FORD,S,11010,37670,37690,20220223,34,34,0,"908,630",MN12,0000,0824A,,NY,F,3866,10TH AVE,,0,408,D1,,YYYYYYB,0800A,0830A,GREY,0,2008,-,0,,,,,
1474582321,GMZ5398,NY,PAS,07/01/2020,21,SUBN,JEEP,S,27090,0,0,20220311,34,34,0,"903,530",MN12,0000,0939A,,NY,F,,C/O 204 NAGLE AVE,,0,408,D1,,BBYBBBB,0930A,1100A,GREY,0,2015,-,0,,,,,
1474582345,JMP9396,NY,PAS,07/01/2020,21,VAN,ME/BE,S,11010,37703,37710,20211121,34,34,0,"903,530",MN12,0000,0950A,,NY,O,4020,10TH AVE,,0,408,D1,,BBYBBBB,0930A,1100A,WHT,0,2017,-,0,,,,,
1474582357,GBU3575,NY,PAS,07/01/2020,21,SUBN,NISSA,S,11010,37703,37710,20200831,34,34,0,"903,530",MN12,0000,0951A,,NY,O,4020,10TH AVE,,0,408,D1,,BBYBBBB,0930A,1100A,BLUE,0,2018,-,0,,,,,
1474582370,JAL2556,NY,999,07/01/2020,21,SUBN,ME/BE,S,13610,37703,37710,20220625,34,34,0,"903,530",MN12,0000,1137P,,NY,F,5048,BROADWAY,,0,408,D1,,BBYBBBB,1130,0100A,BLK,0,2018,-,0,,,,,
1474582382,JPT8409,NY,PAS,07/01/2020,21,SDN,HONDA,S,13610,40404,40404,0,34,34,0,"903,530",MN12,0000,1138A,,NY,F,50 48,BROADWAY,,0,408,D1,,BBYBBBB,1130A,0100P,BK,0,2013,-,0,,,,,
1474582394,HMR6538,NY,PAS,07/01/2020,21,SDN,BUICK,S,30490,37630,37690,20210126,34,34,0,"903,532",MN12,0000,1145A,,NY,F,189,SHERMAN AVE,,0,408,D1,,BBYBBBB,1130A,0100P,BLK,0,1998,-,0,,,,,
1474582412,JBA8095,NY,PAS,06/29/2020,21,VAN,CHEVR,S,11710,36950,36970,20200815,33,33,0,"668,705",MN12,0000,0820A,,NY,F,2007,AMSTERDAM AVE,,0,408,E2,,YYYYYYB,0800A,0830A,BROWN,0,2003,-,0,,,,,
1474582436,JJZ3118,NY,PAS,06/29/2020,21,SUBN,JEEP,S,29690,22790,28390,20210731,34,34,0,"668,705",MN12,0000,0937A,,NY,F,1795,RIVERSIDE DR,,0,408,D1,,YBBBBBB,0930A,1100A,WHITE,0,2015,-,0,,,,,
1474582450,HWB1209,NY,PAS,06/29/2020,21,SDN,HONDA,S,22790,29690,16910,20211030,34,34,0,"668,705",MN12,0000,0942A,,NY,F,6,HENSHAW ST,,0,408,D1,,YBBBBBB,0930A,1100A,SILVE,0,2012,-,0,,,,,
1474582485,JJZ2883,NY,PAS,06/29/2020,78,SDN,BMW,S,16910,22790,31470,20200721,34,34,0,"668,705",MN12,0000,0947A,,NY,O,290,DYCKMAN ST,,0,408,D1,,YBBBBBB,0930A,1100A,BLACK,0,2015,-,0,,,,,
1474582503,HYA6715,NY,PAS,06/29/2020,21,SUBN,JEEP,S,16910,22790,31470,20220307,34,34,0,"668,705",MN12,0000,0951A,,NY,O,290,DYCKMAN ST,,0,408,D1,,YBBBBBB,0930A,1100A,GREEN,0,1997,-,0,,,,,
1474582515,JGS9215,NY,PAS,06/29/2020,21,SDN,VOLKS,S,16910,22790,31470,20210315,34,34,0,"668,705",MN12,0000,0954A,,NY,O,290,DYCKMAN ST,,0,408,D1,,YBBBBBB,0930A,1100A,SILVE,0,2014,-,0,,,,,
1474582527,HXM4117,NY,PAS,06/29/2020,21,SUBN,VOLKS,S,16910,22790,31470,20200329,34,34,0,"668,705",MN12,0000,0959A,,NY,O,290,DYCKMAN ST,,0,408,D1,,YBBBBBB,0930A,1100A,GRAY,0,2018,-,0,,,,,
1474582564,JRD1338,NY,PAS,06/29/2020,78,SUBN,JEEP,S,16910,11115,10470,20210612,34,34,0,"668,705",MN12,0000,1014A,,NY,O,338,DYCKMAN ST,,0,408,D1,,YBBBBBB,0930A,1100A,WHITE,0,2016,-,0,,,,,
1474582576,HTE2325,NY,PAS,06/29/2020,21,SUBN,TOYOT,S,16910,11115,10470,20211031,34,34,0,"668,705",MN12,0000,1018A,,NY,O,338,DYCKMAN ST,,0,408,K6,,YBBBBBB,0930A,1100A,BLACK,0,2013,-,0,,,,,
1474582590,JSD3532,NY,PAS,06/29/2020,21,SDN,MITSU,S,31470,10425,16910,20220607,34,34,0,"668,705",MN12,0000,1022A,,NY,O,28,STAFF ST,,0,408,D1,,YBBBBBB,0930A,1100A,WHITE,0,2003,-,0,,,,,
1474582606,HBE2175,NY,PAS,06/29/2020,21,SUBN,HONDA,S,31470,10425,16910,20211001,35,35,0,"668,705",MN12,0000,1025A,,NY,F,25,STAFF ST,,0,408,D1,,YBBBBBB,0930A,1100A,BLACK,0,2016,-,0,,,,,
1474582618,JEH6390,NY,PAS,06/29/2020,21,SUBN,INFIN,S,31190,37510,37530,20210317,34,34,0,"583,252",MN12,0000,0742A,,NY,F,1575,ST NICHOLAS AVE,,0,408,D1,,YYYYYYB,0730A,0800A,BLACK,0,2016,-,0,,,,,
1474582620,HKY4239,NY,PAS,06/29/2020,21,SUBN,HONDA,S,31190,37390,37410,20200905,34,34,0,"583,252",MN12,0000,0750A,,NY,F,1447,ST NICHOLAS AVE,,0,408,D1,,YYYYYYB,0730A,0800A,RED,0,2017,-,0,,,,,
1474582643,JCU6679,NY,PAS,06/29/2020,21,SUBN,TOYOT,S,31190,97530,37330,20200320,33,33,0,"583,252",MN12,0000,0754A,,NY,,1379,ST NICHOLAS AVE,,0,408,D1,,YYYYYYB,0730A,0800A,GREY,0,2018,-,0,,,,,
1474582655,JMJ5198,NY,PAS,06/29/2020,21,SUBN,BMW,S,31190,97530,37330,20220303,33,33,0,"583,252",MN12,0000,0756A,,NY,F,1365,ST NICHOLAS AVE,,0,408,D1,,YYYYYYB,0730A,0800A,GREY,0,2017,-,0,,,,,
1474582679,JPF7621,NY,PAS,06/29/2020,20,SDN,HYUND,S,31190,37240,37250,20211222,33,33,0,"583,252",MN12,0000,0811A,,NY,F,1288,ST NICHOLAS AVE,,0,408,D1,,YYYYYYB,0800A,0830A,WHITE,0,2016,-,0,,,,,
1474582680,HUU4345,NY,PAS,06/29/2020,21,SDN,DODGE,S,31190,37290,37310,20210820,33,33,0,"583,252",MN12,0000,0815A,,NY,F,1348,ST NICHOLAS AVE,,0,408,K4,,YYYYYYB,0800A,0830A,WHITE,0,2016,-,0,,,,,
1474582692,JRB1994,NY,PAS,06/29/2020,21,SDN,TOYOT,S,31190,97530,37330,20220616,33,33,0,"583,252",MN12,0000,0816A,,NY,F,1370,ST NICHOLAS AVE,,0,408,D1,,YYYYYYB,0800A,0830A,BLUE,0,2014,-,0,,,,,
1474582709,JPK7261,NY,PAS,06/29/2020,21,SDN,VOLKS,S,31190,37390,37410,20220216,34,34,0,"583,752",MN12,0000,0819A,,NY,F,1446,ST NICHOLAS AVE,,0,408,D1,,YYYYYYB,0800A,0930A,BLACK,0,2018,-,0,,,,,
1474582746,GZF8124,NY,PAS,06/29/2020,21,SDN,SUZUK,S,13410,22990,20290,20210714,34,34,0,0,0000,0000,0938A,,NY,F,1,BOGARDUS PLACE,,0,408,D1,,YBBBBBB,0930A,1100A,GRY,0,2008,-,0,,,,,","
1474582795,GPM7097,NY,PAS,06/29/2020,21,SUBN,BMW,S,30590,22990,13113,20200416,34,34,0,"583,752",MN12,0000,0945A,,NY,F,1,SICKLES ST,,0,408,D1,,YBBBBBB,0930A,1100A,GREY,0,2006,-,0,,,,,
1474582801,HUE8438,NY,PAS,06/28/2020,21,SUBN,BMW,S,30590,22990,13113,20210813,34,34,0,"583,757",MN12,0000,0947A,,NY,F,1,SICKLES ST,,0,408,D1,,YBBBBBB,0930A,1100A,GRAY,0,2019,-,0,,,,,
1474582825,GMR4805,NY,PAS,06/29/2020,21,SUBN,FORD,S,13610,37711,37730,20220416,34,34,0,"903,530",MN12,0000,0737A,,NY,F,5069,BROADWAY,,0,408,D,,YYYYYYB,0730A,0800A,WHITE,0,2003,-,0,,,,,
1474582874,GZH1057,NY,PAS,06/29/2020,21,SUBN,HONDA,S,13610,37702,37703,20210822,34,34,0,"903,530",MN12,0000,0745A,,NY,F,5009,BROADWAY,,0,408,D1,,YYYYYYB,0730A,0800A,RED,0,2014,-,0,,,,,
1474582904,GMW1880,NY,PAS,06/29/2020,21,SUBN,JEEP,S,13610,37702,37703,20220307,34,34,0,"903,530",MN12,0000,0751A,,NY,F,5009,BROADWAY,,0,408,D1,,YYYYYYB,0730A,0800A,WHT,0,2007,-,0,,,,,
1474582916,JBN6802,NY,PAS,06/29/2020,21,SDN,ACURA,S,13610,37630,37690,20201017,34,34,0,"903,530",MN12,0000,0753A,,NY,F,4915,BROADWAY,,0,408,D1,,YYYYYYB,0730A,0800A,RED,0,2005,-,0,,,,,
1474582928,GJR9559,NY,PAS,06/29/2020,21,SDN,JAGUA,S,13610,37630,37690,20210724,34,34,0,"903,530",MN12,0000,0754A,,NY,F,4915,BROADWAY,,0,408,D1,,YYYYYYB,0730A,0800A,BLK,0,2005,-,0,,,,,
