id,jounral_abbreviation,article_title,journal_title,article_language,article_jcreated_at,journal_issn,article_jvolumn,article_pagination,article_jissue,author_list
520153,empty,Fetal lung volume measurements: determination with MR imaging--effect of various factors.,RADIOLOGY,eng,1/6/07,0033-8419,240,187-93,1,"{""Carol E Barnewolt"",""Hiroto Hatabu"",""Mizuki Nishino"",""Deborah Levine"",""Henry A Feldman"",""Judy A Estroff"",""Valerie L Ward""}"
259267,empty,Intra-operative change of gastric ph during laparotomic cholecystectomy under general anaesthesia: A prospective case-control study,empty,empty,1/12/01,empty,56,40-43,0,"{""S. Dey"",""P. Bhattacharyya"",""B. K. Biswas"",""B. Bhattarai"",""P. Bhakta""}"
24381,Headache,The CARE guidelines: consensus-based clinical case reporting guideline development.,Headache,eng,1/13/11,1526-4610,53,1541-7,10,"{""[Collective Name] CARE Group"",""Joel J Gagnier"",""David Moher"",""Douglas G Altman"",""Gunver Kienle"",""David Riley"",""Harold Sox""}"
827921,empty,Effect of a creative-bonding intervention on Taiwanese nursing students' self-transcendence and attitudes toward elders.,Res Nurs Health,eng,1/9/04,1098-240X,32,204-16,2,"{""Sandra M Walsh"",""Shiue Chen""}"
461204,empty,Fc receptor-like 3 (FCRL3) -169 C/T polymorphism and systemic lupus erythematosus: A meta-analysis.,empty,empty,empty,empty,0,empty,0,{NULL}
482860,empty,[Indirect anastomoses for moyamoya disease].,No shinkei geka. Neurological surgery,jpn,9/1/98,0301-2603,26,769-86,9,"{""Y Matsushima""}"
18298,Circ. J.,Ulcer Healing After Peripheral Intervention.,Circulation journal : official journal of the Japanese Circulation Society,ENG,4/14/07,1347-4820,-1,empty,-1,"{""Daiki Uchida"",""Yukihiro Saito"",""Hisashi Uchida"",""Atsuhiro Koya"",""Nobuyoshi Azuma""}"
365654,PloS one,Measuring the bright side of being blue: a new tool for assessing analytical rumination in depression.,PLoS One,eng,1/14/01,1932-6203,9,e112077,11,"{""Skye P Barbic"",""Paul W Andrews"",""Zachary Durisko""}"
625306,empty,[Mammographic density: a valid risk factor for breast cancer?].,Prvention de l'insuffisance rnale induite par les produits de contrnste iodes,fre,1/8/09,0221-0363,89,1140-50,9,"{""G Boutet""}"
572343,empty,High-dose sequential (HDS) chemotherapy for high-risk non-Hodgkin's lymphoma: long-term analysis and future developments.,Ann. Hematol.,eng,1/1/01,0939-5555,80,B123-6,-1,"{""M Ladetto"",""D Caracciolo"",""G Rossi"",""C Marinone"",""L Bergui"",""A Cuttica"",""A Salomone"",""M Boccadoro"",""I Ricca"",""C Tarella"",""M Pagano"",""F Zallio"",""P Gavarotti"",""A Pileri"",""A de Crescenzo""}"
88262,J. Natl. Cancer Inst.,Core symptom measures in cancer clinical trials.,Journal of the National Cancer Institute,eng,1/14/07,1460-2105,106,empty,7,"{""Carolyn Gotay""}"
663339,AIDS,Human papillomavirus infection and increased risk of HIV acquisition. A systematic review and meta-analysis.,"AIDS (London, England)",eng,11/13/12,1473-5571,26,2211-22,17,"{""Chunhui Wang"",""Richard Hayes"",""Louise Kuhn"",""Stephen Shiboski"",""Jennifer S Smith"",""Natasha L Larke"",""Deborah Watson-Jones"",""Catherine F Houlihan"",""Patti E Gravitt"",""Karen K Smith-McCune""}"
718292,Oral Surg. Oral Med. Oral Pathol.,Prevalence of different morphologic forms of the human tongue in young Finns.,"Oral surgery, oral medicine, and oral pathology",eng,2/1/82,0030-4220,53,152-6,2,"{""M Mikkonen"",""R Kotilainen"",""A Kullaa-Mikkonen""}"
245200,Archives of internal medicine,Osteoporosis in men,Arch Intern Med,eng,1/1/98,0003-9926 (Print) 0003-9926,158,194,2,"{""M. Galus""}"
307302,empty,Neurolymphatische Bahnen: neue wissenschaftliche Nachweise untermauern die Perrin-Technik,empty,empty,1/13/06,empty,14,15-Oct,2,"{""Raymond N. Perrin""}"
217418,empty,Long term follow-up of conservative treatment of severely traumatized maxillary incisors,empty,empty,1/1/97,empty,13,190-192,4,"{""Z. Hirschfeld"",""I. Brin"",""A. Fuks"",""M. Guelmann""}"
413717,empty,Magnetic resonance imaging evaluation of bone marrow changes in obstructive sleep apnoea syndrome in adults,empty,English     Italian,1/6/01,empty,111,572-84,4,"{""A. R. Aleandri"",""D. Mancini"",""T. Cosentini"",""R. Le Donne"",""N. Colavita""}"
62246,Oper Dent,Pulpal response to a fluoride-releasing all-in-one resin bonding system.,Operative dentistry,eng,1/2/05,0361-7734,27,271-7,3,"{""Masayuki Otsuki"",""Makoto Arakawa"",""Hidekazu Sonoda"",""Yasutaka Sasafuchi"",""Yuichi Kitasako"",""Junji Tagami""}"
945021,Movement disorders : official journal of the Movement Disorder Society,Improvement of action tremor by chronic cortical stimulation,Mov Disord,eng,1/1/98,0885-3185,13,Aug-84,1,"{""B. Pollin"",""C. Geny"",""J. P. Nguyen"",""P. Cesaro"",""A. Feve""}"
649817,Psychol Assess,Validity of Rorschach Inkblot scores for discriminating psychopaths from non-psychopaths in forensic populations: a meta-analysis.,Psychological assessment,eng,1/10/06,1939-134X,22,336-49,2,"{""Scott O Lilienfeld"",""Keli Holloway Allen"",""Howard N Garb"",""Jessica L Wildermuth"",""M Teresa Nezworski"",""James M Wood""}"
934327,empty,Use of a Brief Phone Call After ED Discharge,empty,empty,empty,empty,0,empty,0,"{""NCT01893931 ""}"
546484,empty,The Effects of Pre-Reading and Sharing Mechanisms on Learning with the Use of Annotations,Turkish Online Journal of Educational Technology - TOJET,empty,1/11/04,1303-6521,10,234-249,2,"{""Wu-Yuin Hwang"",""Guo-Liang Hsu""}"
917231,empty,[Occupational exposure to sevoflurane in pediatric operating rooms: the multi-point sampling method for risk assessment].,Patologie asbesto correlate in congiunti di lavoratori del settore cemento-amianto.,ita,1/12/07,1592-7830,34,266-8,3,"{""V Cerabona"",""M Wachocka"",""U Moscato"",""V Camisa"",""M G Tucci"",""S Zaffina"",""V Montaldi"",""A Poscia""}"
887418,empty,Impact of crizotinib on patient-reported symptoms and global quality of life (QoL) compared with chemotherapy in a phase III study of advanced alk-positive non-small cell lung cancer (NSCLC),European Journal of Cancer,empty,1/13/01,empty,49,-,0,"{""V. Hirsh"",""J.Y. Han"",""F. Blackhall"",""S. Iyer"",""D.W. Kim"",""A. Shaw"",""A. Reisman"",""K. Wilner"",""H. Nokihara"",""B. Besse""}"
724055,empty,A systematic review and meta-analysis of trials of treatment of depression from India,Indian Journal of Psychiatry,English,1/14/01,empty,56,29-38,0,"{""S. Sarkar"",""S. Grover""}"
63738,Stomatologiia (Mosk),[The use of ethonium paste in the treatment of deep dental caries].,Stomatologiia,rus,3/1/71,0039-1735,50,79-80,2,"{""P K Shestakov""}"
422739,BMC Med,Reporting methods in studies developing prognostic models in cancer: a review.,BMC medicine,eng,1/10/01,1741-7015,8,20-20,0,"{""Patrick Royston"",""Rachel Waters"",""Susan Mallett"",""Douglas G Altman"",""Susan Dutton""}"
97795,empty,Hospital discharge after ambulatory knee arthroscopy: a comparison of epidural 2-chloroprocaine versus lidocaine,empty,empty,1/1/01,empty,26,35-40,1,"{""J. M. Neal"",""D. J. Kopacz"",""M. A. Lewis"",""J. J. Deck""}"
155127,Oral Surg Oral Med Oral Pathol Oral Radiol,p16(INK4) Expression is not associated with human papillomavirus in oral lichen planus.,"Oral surgery, oral medicine, oral pathology and oral radiology",eng,1/14/12,2212-4411,118,694-702,6,"{""Lucio Montebugnoli"",""Luca Morandi"",""Luca Scapoli"",""Annalisa Palmieri"",""Davide B Gissi"",""Maria Pia Foschini"",""Ilaria Manelli""}"
100986,J Cardiovasc Med (Hagerstown),"Association of bleeding, mortality and sex in acute coronary syndromes: the missing triangle.","Journal of cardiovascular medicine (Hagerstown, Md.)",ENG,9/23/14,1558-2035,-1,empty,-1,"{""Rossana De Palma"",""Paolo Ortolani"",""Caterina Caminiti"",""Emilia Solinas"",""Piera Angelica Merlini"",""Diego Ardissino"",""Giorgia Paoli"",""Maria Francesca Notarangelo"",""Paolo Guastaroba"",""Antonio Marzocchi"",""Luigi Vignali"",""Roxana Mehran"",""Antonio Manari""}"
166179,empty,"[Severe exposure to environmental lead in a child population in Antofagasta, Chile]","Exposicion severa a plomo ambiental en una poblacion infantil de Antofagasta, Chile.",empty,1/1/00,0034-9887,128,221-32,2,"{""I. Delgado"",""J. Vega""}"
740811,empty,Tracheostomy Care and Complications in the Intensive Care Unit,Critical Care Nurse,empty,1/13/01,empty,33,18-31 14p,5,"{""Linda L. Morris"",""Andrea Whitmer"",""Erik McIntosh""}"
379577,Appl Radiat Isot,"Monitoring of fluid changes in hospitalized, Malnourished, Guatemalan children using bioelectrical impedance spectroscopy (BIS).","Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine",eng,5/1/98,0969-8043,49,615-7,5,"{""C Pithan"",""M Mazariegos"",""N W Solomons"",""P F_rst""}"
658981,J Clin Epidemiol,Preliminary state of development of prediction models for primary care physical therapy: a systematic review.,Journal of clinical epidemiology,eng,1/12/12,1878-5921,65,1257-66,12,"{""Martijn W Heymans"",""Tobias van den Berg"",""Han J R Anema"",""Lieke van Oort"",""Bart W Koes"",""Arianne P Verhagen"",""Riekie H C W de Vet""}"
215650,empty,Bruxismo em crian_as Bruxism in children,empty,pt,empty,empty,3,Aug-91,2,"{""Ronaldo Fazzi"",""Ana Estela Haddad"",""Maria Salete Nahs Pires Corr_a""}"
521132,The Journal of hand surgery,A cadaver model to evaluate the accuracy and reproducibility of plain radiograph step and gap measurements for intra-articular fracture of the distal radius.,J Hand Surg Am,eng,1/4/09,0363-5023,29,841-7,5,"{""Jeff Knight"",""Jeffery M Smith"",""Thomas E Trumble"",""Wren V McCallister""}"
892609,empty,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",empty,empty,empty,empty,0,empty,0,{NULL}
366275,Eur J Prev Cardiol,"A systematic review on the application of cardiovascular risk prediction models in pharmacoeconomics, with a focus on primary prevention.",European journal of preventive cardiology,eng,1/12/08,2047-4881,19,42-53,2,"{""Maarten J Postma"",""Petros Pechlivanoglou"",""Jelena Stevanovic""}"
513630,J. Natl. Cancer Inst.,Pan-Canadian study of mammography screening and mortality from breast cancer.,Journal of the National Cancer Institute,eng,1/14/11,1460-2105,106,empty,11,"{""Jennifer Payne"",""Rukshanda Ahmad"",""Gregory Doyle"",""Norm Phillips"",""Anna M Chiarelli"",""Christine Wilson"",""Kathleen Decker"",""Andrew Coldman"",""Bin Zhang"",""Jacques Brisson""}"
605423,empty,Alcohol-related morbidity and mortality.,Alcohol Research & Health,eng,1/3/01,1535-7414,27,39-51,1,"{""J_rgen Rehm"",""Gerhard Gmel"",""Maurizio Trevisan"",""Christopher T Sempos""}"
495319,empty,Clinical outcome following ICD removal. The Bilitch Registry Group,empty,eng,1/1/93,empty,16,186-192,0,"{""S. Furman"",""D. T. Kawanishi"",""S. L. Song""}"
733752,empty,Eliciting relative preferences for two methods of colorectal cancer screening,European Journal of Cancer Care,English,1/5/01,0961-5423,14,124-31,2,"{""E. J. Frew"",""J. L. Wolstenholme"",""D. K. Whynes""}"
252118,empty,Bilingual speech: Bilateral control?,Brain and Language,empty,1/1/82,0093-934X,15,125-142,1,"{""H.M. Sussman"",""P. Franklin"",""T. Simon""}"
903817,empty,Tiao-She nursing of traditional Chinese medicine for mild cognitive disorder: An assessment of clinical evidence,Chin. J. Evid.-Based Med.,empty,empty,1672-2531,15,346-352,3,"{""Li X.-H."",""Li G.-C."",""Xie Y.-L."",""Shang H.-C."",""Chi K.-L."",""Jin Y.-H.""}"
80799,Angew. Chem. Int. Ed. Engl.,One-pot semisynthesis of exon 1 of the Huntingtin protein: new tools for elucidating the role of posttranslational modifications in the pathogenesis of Huntington's disease.,Angewandte Chemie (International ed. in English),eng,10/14/02,1521-3773,53,1928-33,7,"{""Annalisa Ansaloni"",""Jae Sun Jeong"",""Francesco Simone Ruggeri"",""Giovanni Dietler"",""Zhe-Ming Wang"",""Hilal A Lashuel""}"
385163,Cardiol Young,Pathophysiology of paradoxical embolism: evaluation of the role of interatrial septum anatomy based on the intracardiac echocardiography assessment of patients with right-to-left shunting.,Cardiology in the young,eng,1/15/01,1467-1107,25,47-55,1,"{""Gianluca Rigatelli"",""Paolo Cardaioli"",""Massimo Giordan"",""Ashesh Buch"",""Laura Oliva"",""Dobrin Vassiliev"",""Aravinda Nanjiundappa"",""Fabio Dell'Avvocata"",""Ramesh Daggubati"",""Dario Adami""}"
645061,empty,Impact of physical abuse on adulthood depressive symptoms among women.,Issues Ment Health Nurs,eng,1/8/03,1096-4673,29,299-314,3,"{""Hanan Al-Modallal"",""Ann Peden"",""Debra Anderson""}"
164721,empty,[The microclimate of apartments and its hygienic norms],Das Mikorklima der Wohnungen und seine hygienische Normierung.,empty,1/1/67,0049-8610,13,756-60,10,"{""M. S. Goromossow""}"
730721,empty,Prediction Study of Complications After Severe Trauma,empty,empty,1/12/01,empty,0,empty,0,"{""NCT01713205 ""}"
439302,empty,"American Society of Clinical Oncology clinical practice guideline update on the use of pharmacologic interventions including tamoxifen, raloxifene, and aromatase inhibition for breast cancer risk reduction.",empty,empty,empty,empty,0,empty,0,{NULL}
410748,empty,Preliminary validity and reliability of a Thai Berlin questionnaire in stroke patients,empty,English,1/14/01,empty,7,348,0,"{""J. Saengsuwan"",""K. Sawanyawisuth"",""N. Ungtrakul"",""J. Saengsuwan""}"
133777,Acta Clin Belg,Spectrum and frequency of illness presenting to a pediatric emergency department.,Acta clinica Belgica,eng,1/6/07,1784-3286,61,161-5,4,"{""P Grard"",""J Montesanti"",""P Lepage"",""M M Massin""}"
775428,empty,Organization of ribosomes and nucleoids in escherichia coli cells during growth and in quiescence,Journal of Biological Chemistry,English,1/14/01,0021-9258,289,11342-11352,16,"{""K. Peisker"",""B. Singh"",""S. Sanyal"",""Q. Chai"",""X. Ge"",""N. Metzendorf"",""S. Dasgupta""}"
497593,empty,"Ventricular arrhythmias in the North American multidisciplinary study of ARVC: predictors, characteristics, and treatment",empty,eng,1/14/01,empty,64,119-125,0,"{""N. A. Mark Estes"",""Scott McNitt"",""Wojciech Zareba"",""Bronislava Polonsky"",""Douglas Laidlaw"",""Mark S. Link"",""Frank Marcus"",""Kathleen Gear""}"
899060,empty,Maxillofacial metastases: a retrospective review of one institution's 15-year experience,Journal of Oral & Maxillofacial Surgery,English,1/13/01,empty,71,178-88,1,"{""R. A. Ord"",""A. Salama"",""R. Movahed"",""S. A. McClure""}"
424254,Acta Endocrinol Suppl (Copenh),Precocious and delayed sexual development in children,Acta Endocrinologica. Supplementum,English,1/1/88,0300-9750,288,66-76,0,"{""B. T. Rudd""}"
161290,empty,Premature androgenic alopecia and insulin resistance. Male equivalent of polycystic ovary syndrome?,empty,eng,1/5/01,empty,39,127-31 ST  - Premature androgenic alopecia and insulin resistance. Male equivalent of polycystic ovary syndrome?-,0,"{""L. Starka"",""J. Vrbikova"",""M. DA  - Dec DP  - Nlm ET  - 2006/03/24 Hill"",""M. Duskova"",""I. Cermakova""}"
746312,empty,Pancytopenia : A rare presentation of legionella pneumonia,Crit. Care Med.,empty,empty,0090-3493,41,A326,12,"{""Cayetano K."",""Ghannam D."",""Rawat N.""}"
191138,empty,Mold contamination in a controlled hospital environment: a 3-year surveillance in southern Italy,empty,empty,1/14/01,empty,14,empty,0,"{""C. Coretti"",""C. Napoli"",""G. Lovero"",""M. T. Montagna"",""G. Caggiano"",""G. Scarafile"",""O. de Giglio""}"
743819,Obesity (Silver Spring),Effect of (D)-fagomine on excreted Enterobacteria and weight gain in rats fed a high-fat high-sucrose diet.,"Obesity (Silver Spring, Md.)",eng,1/14/04,1930-739X,22,976-9,4,"{""Eunice Molinar-Toribio"",""Benjam_n Pia"",""Livia G_mez"",""Jara Prez-Jimnez"",""Marta Casado"",""Sara Ramos-Romero"",""Pere Claps"",""Josep Llu_s Torres""}"
193292,empty,CSM2004 best platform,empty,empty,1/4/01,empty,4,10-10 ST  - CSM2004 best platform-,0,{NULL}
91852,JAMA Intern Med,"The importance, and important limitations, of ultrasound imaging for evaluating thyroid nodules.",JAMA internal medicine,eng,10/28/13,2168-6114,173,1796-7,19,"{""David Cooper"",""Erik K Alexander""}"
663526,J. Hypertens.,Blood 25-hydroxyvitamin D concentration and hypertension: a meta-analysis.,Journal of hypertension,eng,1/11/04,1473-5598,29,636-45,4,"{""Susanna C Larsson"",""Ann Burgaz"",""Alicja Wolk"",""Nicola Orsini""}"
382853,Thorax,CT features of pulmonary arterial hypertension and its major subtypes: a systematic CT evaluation of 292 patients from the ASPIRE Registry.,Thorax,eng,1/15/04,1468-3296,70,382-7,4,"{""R Condliffe"",""J Hurdman"",""J M Wild"",""D G Kiely"",""S Rajaram"",""A J Swift"",""C A Elliot"",""C Davies"",""C Hill"",""I Sabroe"",""C Johns""}"
1266,empty,Clinical effect observation of fule cream to cure dermatitis eczemal,International Medicine & Health Guidance News [Guo Ji Yi Yao Wei Sheng Dao Bao],empty,1/8/01,empty,14,65-68-,14,"{""X. H. LYWXWF Wu""}"
407082,J Am Geriatr Soc,A randomized controlled trial of the effects of vitamin D on muscle strength and mobility in older women with vitamin D insufficiency.,Journal of the American Geriatrics Society,eng,1/10/11,1532-5415,58,Aug-63,11,"{""Amanda Devine"",""Nicole Austin"",""Richard L Prince"",""Kun Zhu"",""David Bruce""}"
411673,empty,Sleep and sleep disorders in the hospital,empty,English,1/12/01,empty,141,1337-45,5,"{""S. B. Venkateshiah"",""N. A. Collop""}"
382297,World J Pediatr Congenit Heart Surg,Doppler-derived flow pattern in the descending aorta does not predict systemic to pulmonary arterial collateral flow in patients with single ventricle palliation: a cross-sectional study.,World journal for pediatric & congenital heart surgery,eng,1/15/04,2150-136X,6,209-14,2,"{""Mark A Fogel"",""Michael V Di Maria"",""Matthew A Harris"",""Meryl S Cohen"",""Kevin K Whitehead""}"
414396,empty,Sleep-disordered breathing associated with long-term opioid therapy,empty,English,1/3/01,empty,123,632-9,2,"{""T. V. Cloward"",""J. M. Walker"",""S. Rhondeau"",""R. J. Farney""}"
635082,empty,Efficacy of allogeneic hematopoietic stem cell transplantation depends on cytogenetic risk for acute myeloid leukemia in first disease remission: a metaanalysis.,CANCER,eng,4/15/05,0008-543X,103,1652-8,8,"{""Nobuhiko Emi"",""Masamitsu Yanada"",""Tomoki Naoe"",""Keitaro Matsuo""}"
446599,empty,[Case management for moderate-need patients and recovery: what can we learn from experimental and quasi-experimental studies?]. [Review] [French],empty,empty,empty,empty,0,empty,0,{NULL}
376525,Am. J. Med.,Considerations for the diagnosis and treatment of testosterone deficiency in elderly men.,The American journal of medicine,eng,1/7/10,1555-7162,120,835-40,10,"{""Stephen A Geraci"",""Mohammed Kazi"",""Christian A Koch""}"
637323,Intensive Care Med,A comparison of early gastric and post-pyloric feeding in critically ill patients: a meta-analysis.,Intensive care medicine,eng,1/6/05,0342-4642,32,639-49,5,"{""Kwok M Ho"",""Geoffrey J Dobb"",""Steven A R Webb""}"
153797,empty,Definitive radiotherapy for T1 glottic squamous cell carcinoma: a 15-year Cruces University Hospital experience,Clinical & Translational Oncology: Official Publication of the Federation of Spanish Oncology Societes & of the National Cancer Institute of Mexico,empty,1/13/01,empty,15,925-31,0,"{""Martinez-Indart L"",""Cacicedo J"",""del Hoyo"",""Gomez-Iturriaga A"",""Casquero F"",""Lopez J L"",""Bilbao P"",""O ""}"
470179,J. Bone Miner. Res.,Comparison of methods for defining prevalent vertebral deformities: the Study of Osteoporotic Fractures.,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,eng,6/1/95,0884-0431,10,890-902,6,"{""M C Nevitt"",""L Palermo"",""H K Genant"",""R San Valentin"",""D M Black"",""R Epstein"",""S R Cummings""}"
9325,Pediatr Allergy Immunol,Children are pharmaco-therapeutic orphans.,Pediatric allergy and immunology : official publication of the European Society of Pediatric Allergy and Immunology,eng,1/10/03,1399-3038,21,249-50,2,"{""C K Naspitz"",""J O Warner""}"
294719,Shock,Prehospital hypertonic saline resuscitation attenuates the activation and promotes apoptosis of neutrophils in patients with severe traumatic brain injury.,"Shock (Augusta, Ga.)",eng,1/13/11,1540-0514,40,366-74,5,"{""David B Hoyt"",""Sandro B Rizoli"",""Andrew J Baker"",""Eileen M Bulger"",""Wolfgang G Junger"",""Joseph Cuschieri"",""Shawn G Rhind"",""Pang N Shek""}"
38130,empty,Value of intravenous cholangiography prior to laparoscopic cholecystectomy,empty,eng,1/1/99,empty,23,693-6; discussion 697 ST  - Value of intravenous cholangiography prior to laparoscopic cholecystectomy-,0,"{""S. Truong"",""K. H. Treutner"",""M. Jansen"",""C. Schraven"",""V. DA  - Jul DP  - NLM ET  - 1999/07/03 Schumpelick"",""J. Neuerburg""}"
455697,empty,Systematic review of occupational engagement and health outcomes among community-dwelling older adults,empty,empty,empty,empty,0,empty,0,{NULL}
518335,N. Engl. J. Med.,Fractional flow reserve for guiding PCI.,The New England journal of medicine,eng,7/9/05,1533-4406,360,2024; author reply 2026-7,19,"{""Somjot S Brar"",""William A Gray""}"
503528,Foot & ankle international,Difference in postural control between patients with functional and mechanical ankle instability,Foot Ankle Int,eng,1/14/01,1071-1007 (Print) 1071-1007,35,1068-1074,10,"{""S Y Chen"",""H Chen"",""H Y Li"",""J Zhang"",""Y H Hua""}"
503354,empty,"Early ankle mobilization, Part I: The immediate effect on acute, lateral ankle sprains (a randomized clinical trial)",Military Medicine,empty,1/1/94,empty,159,15-20,1,"{""J R Dettori"",""B D Pearson"",""C J Basmania"",""W M Lednar""}"
176844,empty,Importance of Arsenic and pesticides in epidemic chronic kidney disease in Sri Lanka,empty,empty,1/14/01,empty,15,empty,0,"{""C. Jayasumana"",""R. Gajanayake"",""S. Siribaddana""}"
820549,empty,Chiropractic vertebral subluxations,Focus on Alternative and Complementary Therapies,English,1/10/01,empty,15,13-14,1,"{""S. Homola""}"
250975,"International journal of surgery (London, England)",Effect of infliximab on the healing of intestinal anastomosis. An experimental study in rats.,Int J Surg,eng,1/14/01,1743-9159,12,969-75,9,"{""Konstantinos Nastos"",""Konstantinos Evangelou"",""Marilena Papaioannou"",""John Vlachogiannakos"",""Maria Gazouli"",""Apostolos Papalois"",""Christos Zeglinas"",""Ioannis Papaconstantinou"",""Panagis Lykoudis"",""Charalampos Tzathas"",""Anneza Yiallourou""}"
37173,empty,How to appraise the effectiveness of treatment,empty,empty,1/11/01,empty,27,525-531 ST  - How to appraise the effectiveness of treatment-,0,"{""Suzanne B. Stewart"",""Phillip Dahm"",""D DB  - rzh DO  - 10.4103/0970-1591.91446 DP  - EBSCOhost""}"
641251,Annals of the rheumatic diseases,Non-steroidal anti-inflammatory drugs and myocardial infarctions: comparative systematic review of evidence from observational studies and randomised controlled trials.,Ann Rheum Dis,eng,1/7/10,Mar-67,66,1296-304,10,"{""E H Choy"",""D L Scott"",""P A Scott"",""G H Kingsley"",""C M Smith""}"
302179,empty,Using a social communication intervention to improve the social interactions and employment experiences of adolescents with high functioning autism spectrum disorders,empty,English,1/11/01,empty,0,3224,0,"{""Beth Anne Clavenna-Deane""}"
627882,empty,Is there evidence that barrier membranes prevent bone resorption in autologous bone grafts during the healing period? A systematic review.,International Journal of Oral & Maxillofacial Implants,eng,1/7/05,0882-2786,22,390-8,3,"{""Ruud R M Bos"",""Gerry M Raghoebar"",""Pepijn F M Gielkens"",""Boudewijn Stegenga""}"
264151,empty,"Recognizing, naming, and measuring a family intensive care unit syndrome",empty,empty,1/14/01,empty,11,435-441,3,"{""D. R. Sullivan"",""G. Netzer""}"
711975,Circulation,"Association of diet, exercise, and smoking modification with risk of early cardiovascular events after acute coronary syndromes.",Circulation,empty,2/16/10,22-Sep,121,750-758 9p,6,"{""Yusuf S"",""Fox KA"",""Chow CK"",""Anand SS"",""Jolly S"",""Rao-Melacini P""}"
12554,Hum. Gene Ther.,Retrovirus-mediated WASP gene transfer corrects Wiskott-Aldrich syndrome T-cell dysfunction.,Human gene therapy,eng,10/2/06,1043-0342,13,1039-46,9,"{""G Jayashree Jagadeesh"",""David L Nelson"",""Taizo Wada"",""Fabio Candotti""}"
564924,Respiration,Complication rate of endosonography (endobronchial and endoscopic ultrasound): a systematic review.,Respiration; international review of thoracic diseases,eng,1/14/01,1423-0356,87,343-51,4,"{""A van Breda"",""M B von Bartheld"",""J T Annema""}"
364080,empty,Comparison of serum and renal gentamicin concentrations with fractional urinary excretion tests as indicators of nephrotoxicity,empty,eng,1/1/88,empty,11,330-7,4,"{""S. A. Brown"",""F. B. Garry""}"
727134,empty,The Antiseptic Efficacy and Tolerability of Lavasept 0.04% on Acute Traumatic Wounds,empty,empty,1/10/01,empty,0,empty,0,"{""NCT01153620 ""}"
356635,Circulation,Determinants of arterial wall remodeling during lipid-lowering therapy: serial intravascular ultrasound observations from the Reversal of Atherosclerosis with Aggressive Lipid Lowering Therapy (REVERSAL) trial,Circulation,empty,1/6/01,22-Sep,113,2826-34,24,"{""S. Lin"",""S. E. Nissen"",""K. Wolski"",""I. Sipahi"",""E. M. Tuzcu"",""S. J. Nicholls"",""T. Churchill"",""P. Schoenhagen"",""T. Crowe"",""C. Wang"",""A. Loyd"",""C. Apperson-Hansen"",""W. A. Magyar""}"
272721,empty,Economic evaluation of inhaled nitric oxide in preterm infants undergoing mechanical ventilation,Pediatrics,empty,1/9/01,empty,124,1325-1332,5,"{""A. M. Hibbs"",""D. M. Black"",""J. A. F. Zupancic"",""A. Cnaan"",""P. L. Ballard"",""S. R. Wadlinger"",""L. Palermo"",""W. E. Truog"",""R. A. Ballard""}"
979725,empty,"The impact of emotional and social support on the quality of life, depression, and disability among us adults with chronic obstructive pulmonary disorder (COPD): A propensity score analysis",Value in Health,empty,1/15/01,empty,18,A176,3,"{""R. Arabyat"",""D. W. Raisch""}"
470615,empty,Can we improve the follow up of asthmatic patients with asthma educational program (PAMA)? [Abstract],European respiratory journal,empty,1/14/01,empty,44,P3021,0,"{""Francitorra ME"",""Sanchez GS"",""Manrique CA"",""Velasco TT"",""Castany A R"",""Escriche XF"",""Fernndez CS"",""Fornell LL"",""lvarez S"",""Fernndez EA"",""Rodriguez MVF"",""Sim_ MR"",""Mayo EP""}"
71351,Oral Dis,Differential dendritic cell-mediated activation and functions of invariant NKT-cell subsets in oral cancer.,Oral diseases,ENG,3/22/14,1601-0825,-1,empty,-1,"{""Nk Shukla"",""Sn Das"",""P Gaur"",""Ak Singh""}"
793299,empty,[Use of probiotics and prebiotics in infant formulas].,Prediccion de la masa muscular apendicular esqueletica basado en mediciones antropometricas en Adultos Mayores Chilenos.,spa,1/15/01,1699-5198,31,Jul-72,-1,"{""Venancio Mart_nez Surez""}"
673560,empty,[Postacute care].,"Tratamiento antibiotico intravenoso domiciliario del absceso hepatico: seguridad, eficacia y factores pronosticos de reingreso hospitalario.",spa,7/14/07,0025-7753,143,29-33,1,"{""Margarita Admetlla Falgueras"",""Josep Fust Sugraes""}"
258181,empty,Internet-delivered exposure and mindfulness based therapy for irritable bowel syndrome--a randomized controlled trial,empty,English,1/10/01,empty,48,531-9,6,"{""Perjohan Lindfors"",""Liselotte Jansson"",""Brjann Ljotsson"",""Lisa Falk"",""Erik Hedman"",""Christian Ruck"",""Amanda Wibron Vesterlund"",""Sergej Andreewitch"",""Nils Lindefors"",""Gerhard Andersson"",""Timo Hursti""}"
11709,Pediatrics,Sleep-related nighttime crying (yonaki) in Japan: a community-based study.,Pediatrics,eng,1/5/01,1098-4275,115,217-24,1,"{""Michio Fukumizu"",""Marie J Hayes"",""Makiko Kaga"",""Jun Kohyama""}"
603381,empty,WITHDRAWN: Zinc for the common cold.,Cochrane Database Syst. Rev.,eng,1/6/01,1469-493X,-1,CD001364,3,"{""I Marshall""}"
