97547.birthplace,Conkary,Conakry
185618.position,efender,Defender
24271.manager,Duckyoung_Padhe,Duckyoung_Padhye
156844.birthyear,19m83,1983
86767.birthplace,Gulfmport,Gulfport
26607.name,Brad_Zhaofang,Theordore_Zhaoqian
71528.birthplace,Saln,San
92048.city,Gelsenkircen,Gelsenkirchen
196946.team,FK_Paertizan,FK_Partizan
73265.position,Defendre,Defender
40189.city,Solan,Solna
131733.name,Vassiliosi_Rildo,Vassilios_Rildo
176880.stadium,BMO_iFeld,BMO_Field
44009.name,Ramond_Huaiyuan,Raymond_Huaiyuan
51005.surname,Bollmaon,Bollman
119855.position,Mifield,Midfield
189944.surname,Svaaria,Savaria
140075.birthplace,Frtankfurt,Frankfurt
31785.name,Baoling_Txakehiro,Baoling_Takehiro
185582.city,Napltes,Naples
57891.season,2012,2014
41773.stadium,aCmp_Nou,Camp_Nou
190361.position,Defedner,Defender
176146.season,2014,2013
169532.manager,Nabih_Rois,Nabih_Rios
65931.team,Clube_de_Regatas_do_Flamenog,Clube_de_Regatas_do_Flamengo
168703.season,2014,2013
64650.manager,AtsufumiC_omparetto,Atsufumi_Comparetto
45163.birthyear,19z78,1978
25948.birthplace,Gulfcport,Gulfport
135976.season,2011,2014
182337.surname,Wolni,Wolin
39712.birthyear,1u978,1978
74869.season,h2014,2014
138249.manager,Masum_Kasprzak,Shigetomo_Abbas
32791.birthplace,Glfport,Gulfport
80162.name,Felipe_Gaetaon,Felipe_Gaetano
149028.manager,Vagan_tSmallwood,Vagan_Smallwood
98909.season,201d1,2011
1935.name,MattheyT_oshihisa,Matthey_Toshihisa
34923.birthplace,Durbna,Durban
182280.position,Defnder,Defender
121658.team,FC_Scpartak_Moscow,FC_Spartak_Moscow
123898.birthyear,a1978,1978
176618.city,Nalpes,Naples
184321.position,Defendr,Defender
63215.season,2041,2014
67532.team,WolverhamptonWanderers_Football_Club,Wolverhampton_Wanderers_Football_Club
76714.birthyear,198m1,1981
161486.season,201,2011
68384.city,Skolna,Solna
25984.name,Brad_Zhaofang,Odysseas_Iara
52452.position,Forqward,Forward
166076.surname,Bellotsa,Bellosta
62890.stadium,Veltpins-Arena,Veltins-Arena
25594.team,P.a.ok_Fc,P.a.o.k_Fc
112679.season,p2014,2014
39186.name,ShigeoJ_itender,Shigeo_Jitender
59628.team,Borussia_uMonchengladbach,Borussia_Monchengladbach
189281.team,Jhuventus,Juventus
53603.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
197660.season,2104,2014
110210.birthyear,9183,1983
94493.city,Muich,Munich
199513.birthplace,Albuqeurque,Albuquerque
194312.name,Alison_Pierdanile,Alison_Pierdaniele
94346.season,2031,2013
86610.season,2041,2014
127689.manager,Masum_Kasprzak,Robert_Lally
135264.birthyear,1928,1982
185206.season,2014,2011
35088.birthplace,lE,El
135629.team,FC_Midtjlyland,FC_Midtjylland
119187.stadium,Wihte_Hart_Lane,White_Hart_Lane
128867.birthplace,ulfport,Gulfport
148280.position,Defendre,Defender
119527.birthplace,Lon,Leon
73556.season,2104,2014
129033.birthyear,990,1990
13442.surname,Aigrin,Aigrain
169513.season,20u13,2013
143724.manager,Masum_Kasprzak,Robert_Lally
37421.surname,Agrain,Aigrain
98976.stadium,Kinig_Power_Stadium,King_Power_Stadium
52644.surname,Tomii***,Tomii
19697.birthplace,Bufefalo,Buffalo
78761.surname,Paomar,Palomar
24642.birthplace,Souht,South
90426.manager,VeitL_uks,Veit_Luks
49219.season,213,2013
153726.surname,Wener,Weener
44435.team,Tianjin_Tda_F.C.,Tianjin_Teda_F.C.
20329.season,2031,2013
567.surname,Kavassrei,Kavasseri
45277.season,013,2013
180606.season,2011,2014
185129.name,Vshwani_Konrad,Vishwani_Konrad
143383.manager,Rashi_Papaodurakis,Rashi_Papadourakis
2760.name,Brad_Zhaofang,Yadran_Mechthild
25807.name,Brad_Zhaofang,Lundy_Bharathi
104689.season,20o13,2013
29031.surname,Agirain,Aigrain
142587.stadium,Viente_Calderon_Stadium,Vicente_Calderon_Stadium
190486.position,Defeander,Defender
190208.season,2014,2013
189216.season,2014,2013
53549.position,Dfender,Defender
53450.surname,braham,Abraham
166623.position,Midfeld,Midfield
157186.name,Jroen_Yiyun,Jeroen_Yiyun
107395.surname,vMaxson,Maxson
67768.city,hOrlando,Orlando
59453.city,Slna,Solna
154828.city,Rceife,Recife
114212.birthplace,Gulfporkt,Gulfport
30188.birthyear,1938,1983
46081.name,Brad_Zhaofang,Theordore_Zhaoqian
18777.name,Petko_Maogag,Petko_Maogang
89379.name,Fortune_Orestes,Nasreddine_Dongseung
134129.birthplace,Kev,Kiev
87074.manager,Rbbert_Flach,Robbert_Flach
189837.birthplace,Mobiel,Mobile
43489.name,TakenobuLeighton,Takenobu_Leighton
70603.stadium,Kingh_Power_Stadium,King_Power_Stadium
183354.season,2014,2013
25942.name,Brad_Zhaofang,Saydean_Eiichi
48384.surname,Alpuetne,Alpuente
53793.birthyear,1o975,1975
106700.season,20i13,2013
94321.manager,Veti_Luks,Veit_Luks
36043.birthyear,198k2,1982
47443.city,Istanul,Istanbul
183428.stadium,Donbass_Arenpa,Donbass_Arena
25683.name,Brad_Zhaofang,Zhili_Vinay
192413.season,2031,2013
27664.season,2013,2012
11495.surname,oni,Goni
20518.city,Solna,Brasilia
29321.birthyear,19t83,1983
141069.team,A.C_Perugia_Calcio,A.C._Perugia_Calcio
90607.name,Fortune_Orestes,Magne_Chihping
72282.season,2103,2013
126223.season,20i14,2014
113526.position,Defendezr,Defender
79575.season,2013,2012
2625.name,Brad_Zhaofang,Clay_Pawel
12589.birthplace,l,El
50913.birthyear,s1989,1989
181249.position,Defenedr,Defender
5957.name,Lorrain_eHussein,Lorraine_Hussein
163831.birthyear,995,1995
199671.season,2k015,2015
8945.birthplace,Ashevillbe,Asheville
26364.city,Solna,Brasilia
148755.birthplace,Warsaaw,Warsaw
18201.team,FtC_Anzhi_Makhachkala,FC_Anzhi_Makhachkala
51436.city,Dortmnd,Dortmund
173135.birthplace,Gulpfort,Gulfport
142496.birthplace,Ciduad,Ciudad
29219.team,Forest_Green_Roevrs_F.C.,Forest_Green_Rovers_F.C.
170630.birthyear,1892,1982
45899.name,Brad_Zhaofang,Sahrah_Kimon
36660.surname,Agirain,Aigrain
189544.birthyear,19w97,1997
154337.name,iGna_Kenta,Gina_Kenta
178930.birthplace,fPrague,Prague
49369.city,Lodon,London
3394.name,Brad_Zhaofang,Giuliano_Nobuhiko
50785.name,Philip_Schio,Philip_Sachio
124670.birthplace,Chicagao,Chicago
2547.name,Brad_Zhaofang,Ernest_Chiemi
140657.position,Defneder,Defender
179326.birthplace,Reon,Reno
101282.name,Osmar_Nortofn,Osmar_Norton
18651.name,Clay_Pawqel,Clay_Pawel
46205.name,Brad_Zhaofang,Chase_Jed
99693.birthyear,9182,1982
190850.season,012,2012
47374.surname,Aigain,Aigrain
11376.birthyear,1s982,1982
57861.surname,Bwohill,Bowhill
32215.position,Goalkeeperr,Goalkeeper
75707.surname,urmeev,Nurmeev
181610.season,2014,2011
162327.stadium,Kying_Power_Stadium,King_Power_Stadium
30573.birthplace,Eql,El
100772.name,Fortune_Orestes,Asis_Sinisa
56727.city,Salavdor,Salvador
76379.season,v2012,2012
166171.name,Renganathan_Sihami,Renganathan_Sihai
46127.name,Brad_Zhaofang,Surapol_Yechezkel
109723.birthyear,1k990,1990
24630.surname,Agirain,Aigrain
81175.name,Nedok_Sudarshan,Nedo_Sudarshan
130633.manager,Masum_Kasprzak,Robert_Lally
58979.stadium,San_Siro_Staduium,San_Siro_Stadium
163536.birthyear,176,1976
41653.birthyear,982,1982
29988.city,Solna,Brasilia
171535.surname,Abraam,Abraham
45813.name,Brad_Zhaofang,Jami_Waqar
166917.name,fAnke_Ute,Anke_Ute
137390.birthyear,1w982,1982
173081.season,2014,2013
640.position,Midfiled,Midfield
158100.surname,Gruoxing,Guoxing
98101.position,Defentder,Defender
64304.season,214,2014
28226.name,Geraud_Pta,Geraud_Pat
136869.manager,Masum_Kasprzak,Robert_Lally
26576.name,Brad_Zhaofang,Elenora_Noriyuki
23899.team,Juvntus,Juventus
67986.city,aSlvador,Salvador
106913.birthyear,982,1982
181324.stadium,Allianz_Arena_Olympic_Swtadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
10543.name,Nasreddine_Dongseuyng,Nasreddine_Dongseung
16090.team,Seattle_Sounduers,Seattle_Sounders
57333.surname,Aigfrain,Aigrain
7386.name,Jeudy_Brant,Judy_Brant
1381.team,Juventtus,Juventus
46340.name,Brad_Zhaofang,Hayo_Laks
45780.birthyear,1918,1981
64955.season,2013,2012
96777.birthyear,19t89,1989
151771.birthplace,Saraosta,Sarasota
3074.name,Brad_Zhaofang,Huajun_Haijo
144177.position,Defenduer,Defender
102679.team,Borussia_Monchenlgadbach,Borussia_Monchengladbach
168936.position,Deender,Defender
87067.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
95084.season,2012,2014
175393.surname,eHnnebert,Hennebert
66889.season,2013,2012
174957.stadium,Allianz_rAena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
100071.stadium,Kin_gPower_Stadium,King_Power_Stadium
73806.birthyear,198t4,1984
87893.birthyear,1m982,1982
142093.manager,Masum_Kasprzak,Robert_Lally
67371.team,Tianjin_Teda_Fz.C.,Tianjin_Teda_F.C.
167439.surname,Heisreman,Heiserman
170206.birthyear,1928,1982
176006.position,Defneder,Defender
19121.surname,Aigrin,Aigrain
153487.position,Mifdield,Midfield
196367.stadium,Estadio_daz_Luz,Estadio_da_Luz
2031.surname,Atigrain,Aigrain
39228.city,Atens,Athens
128737.birthplace,ulfport,Gulfport
136954.season,011,2011
111283.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
26654.name,Brad_Zhaofang,Salim_Uday
196514.manager,Vaga_Smallwood,Vagan_Smallwood
133203.city,Gelsenkjirchen,Gelsenkirchen
179564.stadium,Allianz_kArena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
93559.name,Fortune_Orestes,Yasubumi_Friedemann
21133.season,201b3,2013
32816.season,2013,2012
26840.name,Brad_Zhaofang,Alper_Ehud
83103.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
45865.name,Brad_Zhaofang,Jinsei_Ranjeev
37748.birthyear,193,1993
191391.birthplace,Frnankfurt,Frankfurt
153527.season,2011,2014
190989.team,Juevntus,Juventus
184008.season,2014,2011
52350.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
165082.team,FC_Midtjyllad,FC_Midtjylland
103729.team,Valenica_CF,Valencia_CF
184511.position,Degfender,Defender
25678.name,Brad_Zhaofang,Andres_Yahya
46024.name,Brad_Zhaofang,Anke_Ute
164868.stadium,BMeO_Field,BMO_Field
198012.position,Forwarbd,Forward
90533.name,Fortune_Orestes,Daisy_Ryotaro
141949.city,hHamburg,Hamburg
31913.city,iNaples,Naples
47713.season,2011,2014
92307.birthplace,Wilkess,Wilkes
104180.name,Fortune_Orestes,Yasubumi_Friedemann
6963.manager,Piera_Faustnii,Piera_Faustini
26446.name,Brad_Zhaofang,Raymond_Huaiyuan
164202.season,2102,2012
188107.surname,Hoepwell,Hopewell
169536.manager,hZhouhui_Rubio,Zhouhui_Rubio
25626.name,Brad_Zhaofang,Mehryar_Judi
62426.position,Defendr,Defender
195240.stadium,Staido_Olimpico,Stadio_Olimpico
36148.name,Gina_Klenta,Gina_Kenta
35089.season,0213,2013
40306.position,Defendr,Defender
136694.surname,Daneberg,Danneberg
184120.birthyear,1919,1991
89179.surname,braham,Abraham
185795.season,2011,2014
138110.stadium,DonbassA_rena,Donbass_Arena
41525.manager,Jermey_Cantu,Jeremy_Cantu
26705.name,Brad_Zhaofang,Elie_Mart
95195.season,201,2011
37855.surname,ierro,Pierro
112066.surname,Konikowspka,Konikowska
68793.birthplace,Guatemaal,Guatemala
99997.team,qA.C._Perugia_Calcio,A.C._Perugia_Calcio
151978.position,xGoalkeeper,Goalkeeper
24670.position,Defnder,Defender
91525.birthplace,mParis,Paris
32855.season,2001,2010
96473.manager,Srikantch_Chimia,Srikanth_Chimia
92675.name,Cherri_Toshiqaki,Cherri_Toshiaki
2630.name,Brad_Zhaofang,Zizette_Polina
36344.team,Toironto_FC,Toronto_FC
41730.city,Solna,Brasilia
107543.surname,Weatherehad,Weatherhead
46262.name,Brad_Zhaofang,Jinsei_Ranjeev
57114.team,Juventous,Juventus
126918.season,n2011,2011
138323.manager,Maayn_Tautenhahn,Mayan_Tautenhahn
162433.season,2014,2011
78478.name,Rogeur_Kazi,Roger_Kazi
61454.stadium,Santiago_Benrabeu_Stadium,Santiago_Bernabeu_Stadium
150432.birthyear,977,1977
65186.birthplace,ilmington,Wilmington
129921.manager,Masum_Kasprzak,Shigetomo_Abbas
50160.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
155342.manager,Sigenobu_Bodaala,Sigenobu_Bodagala
44907.city,Orylando,Orlando
46076.name,Brad_Zhaofang,Saydean_Eiichi
138319.manager,Masum_Kasprzak,Shigetomo_Abbas
78082.birthplace,Vafil,Vail
2806.name,Brad_Zhaofang,Yasusi_Seongyeol
17255.stadium,ing_Power_Stadium,King_Power_Stadium
112111.stadium,Estadio_a_Luz,Estadio_da_Luz
139570.name,Anabelle_Katsunori,Annabelle_Katsunori
116813.position,Deender,Defender
63778.name,Rohna_Sander,Rohan_Sander
48815.birthplace,ulfport,Gulfport
111896.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
149871.birthplace,Amarillo***,Amarillo
3580.name,Brad_Zhaofang,Judy_Brant
166855.stadium,BMpO_Field,BMO_Field
136118.manager,eit_Luks,Veit_Luks
126710.city,Munihc,Munich
44925.birthplace,l,El
132575.season,203,2013
137975.birthyear,182,1982
108988.birthyear,9182,1982
45740.name,Brad_Zhaofang,Zengping_Alissa
42291.team,Aalborg_Boldspilklwub,Aalborg_Boldspilklub
128899.position,Frward,Forward
2677.name,Brad_Zhaofang,Devina_Qutaibah
124055.team,Aalborg_Boldsphilklub,Aalborg_Boldspilklub
12049.birthyear,198p0,1980
153979.name,Yilgi_Junjie,Yili_Junjie
46585.team,FC_nzhi_Makhachkala,FC_Anzhi_Makhachkala
136451.surname,Stqrohmeir,Strohmeir
165184.surname,Raemp,Remp
169927.season,2014,2013
100500.surname,Araham,Abraham
189725.season,2014,2011
25729.name,Brad_Zhaofang,Fortune_Orestes
154695.name,Gesin_eTilmann,Gesine_Tilmann
26519.name,Brad_Zhaofang,Hongsing_Marla
127070.surname,Clak,Clark
139096.position,Defendmer,Defender
181148.surname,Lleellyn,Llewellyn
55991.surname,agman,Cagman
187476.stadium,Allianz_Arena_Olympic_Stadium_eMunich,Allianz_Arena_Olympic_Stadium_Munich
122449.stadium,Syporting_Park,Sporting_Park
50069.city,Solna,Brasilia
92001.season,2012,2014
193275.season,201,2011
134574.birthyear,1919,1991
151692.name,Gan_Vivekananda,Gang_Vivekananda
132773.birthplace,Greesnboro,Greensboro
2941.name,Brad_Zhaofang,Jialin_Sartaj
144332.stadium,Cosntant_Vanden_Stock_Stadium,Constant_Vanden_Stock_Stadium
125307.stadium,VeltinsA-rena,Veltins-Arena
173114.city,Salvadr,Salvador
27050.city,Haburg,Hamburg
28381.city,Nples,Naples
172118.team,Clube_de_Regats_do_Flamengo,Clube_de_Regatas_do_Flamengo
45964.city,Solna,Brasilia
97267.season,2013,2012
80760.team,S..C_Braga,S.C._Braga
125470.stadium,Westfalenstadoin,Westfalenstadion
3017.name,Brad_Zhaofang,Catherina_Loan
91014.team,Seattle_Soundekrs,Seattle_Sounders
76341.birthplace,Montgomrey,Montgomery
83323.name,Yeruchaem_Yunming,Yerucham_Yunming
123060.birthplace,Sian,San
152459.surname,Deby,Derby
3113.team,uventus,Juventus
68710.surname,Uha,Usha
70821.surname,Airgain,Aigrain
121766.team,FC_Kaiseslautern,FC_Kaiserslautern
2469.name,Brad_Zhaofang,Attila_Adelheit
46151.city,Solna,Brasilia
158994.season,201,2011
2366.name,Brad_Zhaofang,Mehryar_Judi
12005.team,Juiventus,Juventus
25864.name,Brad_Zhaofang,Woei_Dongmo
13938.surname,igrain,Aigrain
96124.birthyear,186,1986
64060.position,Midield,Midfield
152825.birthplace,Gulfoprt,Gulfport
40190.position,Goakeeper,Goalkeeper
99682.stadium,Santiag_Bernabeu_Stadium,Santiago_Bernabeu_Stadium
56987.birthplace,Monhterrey,Monterrey
175580.birthyear,d1982,1982
92667.birthyear,1919,1991
85336.position,idfield,Midfield
56130.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
176741.manager,Vagan_Smalwood,Vagan_Smallwood
39588.surname,eener,Weener
141786.season,2102,2012
186540.stadium,King_Powe_rStadium,King_Power_Stadium
175633.surname,Gdo,Godo
8372.birthplace,Santiao,Santiago
81400.position,Midfiield,Midfield
133665.manager,Masum_Kasprzak,Shigetomo_Abbas
31303.city,Solna,Brasilia
81797.season,203,2013
25881.team,Juventaus,Juventus
35453.surname,Toii,Tomii
73788.birthplace,Glufport,Gulfport
175030.season,2014,2013
20872.manager,Atsufumi_Comparetot,Atsufumi_Comparetto
122984.birthyear,1892,1982
2552.name,Brad_Zhaofang,Rudie_Subbu
35073.stadium,Parc_des_Pirnces,Parc_des_Princes
26770.city,Solna,Brasilia
26762.name,Brad_Zhaofang,Horace_Gunnvald
21837.season,203,2013
107665.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
99444.season,2011***,2011
2811.name,Brad_Zhaofang,Guilang_Prasant
27467.birthyear,190,1990
171469.stadium,Allianz_Arena_Olyampic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
96250.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
100933.surname,Kopanals,Kopanas
188439.city,Rio_de_Janerio,Rio_de_Janeiro
194286.manager,oRbert_Lally,Robert_Lally
181733.name,Myla_Nikolnaus,Myla_Nikolaus
51158.stadium,Parc_des_Pinces,Parc_des_Princes
19288.season,i2012,2012
22704.manager,Shigetomo_Abbs,Shigetomo_Abbas
38582.city,Solna,Brasilia
146321.season,2103,2013
48794.team,Valbencia_CF,Valencia_CF
95300.name,Fortune_Orestes,Osten_Bian
162678.surname,Kavadias,Kavvadias
127771.name,Vijaty_Ravindranath,Vijay_Ravindranath
170684.position,Deender,Defender
21075.surname,Haiing,Haining
39220.birthplace,Gufport,Gulfport
37497.team,ACF_Fioqrentina,ACF_Fiorentina
182016.season,2m013,2013
27666.season,2013,2012
141922.stadium,King_Power_tadium,King_Power_Stadium
119422.season,2r013,2013
46279.season,2y011,2011
26339.birthplace,Vlail,Vail
25734.name,Brad_Zhaofang,Lorrin_Kazuki
97186.name,Fortune_Orestes,Nasreddine_Dongseung
45662.name,Brad_Zhaofang,Andres_Yahya
87304.position,Goakeeper,Goalkeeper
27903.position,Midzfield,Midfield
147891.manager,Sihgetomo_Abbas,Shigetomo_Abbas
2439.name,Brad_Zhaofang,Jianlin_Guanghui
30351.name,Steinasr_Sathis,Steinar_Sathis
122132.surname,Devorye,Devroye
74921.season,2013,2012
123056.surname,yAbraham,Abraham
129548.stadium,Parc_des_lPrinces,Parc_des_Princes
2410.name,Brad_Zhaofang,Laird_Capers
43145.season,2011,2014
150485.team,Forest_Green_Rovers_FC..,Forest_Green_Rovers_F.C.
62228.surname,Abrahaxm,Abraham
130219.position,zDefender,Defender
151443.season,201h0,2010
45808.name,Brad_Zhaofang,Basem_Noemie
149869.stadium,BMO_ield,BMO_Field
142619.season,b2013,2013
130937.birthplace,Gulffport,Gulfport
96096.name,Fortune_Orestes,Asis_Sinisa
128470.city,Montevidyeo,Montevideo
63827.birthplace,Ontraio,Ontario
117367.birthyear,19h82,1982
129069.manager,Mayan_Tacutenhahn,Mayan_Tautenhahn
46019.name,Brad_Zhaofang,Jim_Jaak
138175.stadium,BMO_Feild,BMO_Field
132161.stadium,CampN_ou,Camp_Nou
103246.city,lDortmund,Dortmund
89933.surname,braham,Abraham
14762.surname,igrain,Aigrain
2885.name,Brad_Zhaofang,Zizette_Polina
187700.surname,Abraahm,Abraham
119987.season,0211,2011
83770.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
29822.name,eMhryar_Judi,Mehryar_Judi
22483.manager,Kazuhiko_Clyabrook,Kazuhiko_Claybrook
188191.position,efender,Defender
26649.name,Brad_Zhaofang,Guardian_Yongjoon
75783.birthyear,995,1995
116262.manager,Olavi_Grd,Olavi_Gurd
75248.surname,Aigrian,Aigrain
26292.manager,igenobu_Bodagala,Sigenobu_Bodagala
62957.name,Steinar_Sathhis,Steinar_Sathis
12771.team,FC_Sartak_Moscow,FC_Spartak_Moscow
67291.position,Dwefender,Defender
49002.team,AikS_olna,Aik_Solna
68589.name,Maggie_hiqiang,Maggie_Zhiqiang
137910.manager,Masum_Kasprzak,Shigetomo_Abbas
11783.manager,Rbobert_Flach,Robbert_Flach
26171.birthyear,1i982,1982
153494.birthplace,Gulfort,Gulfport
72289.season,2012,2014
166621.city,Solnxa,Solna
95372.team,FC_Anzhi_Mahkachkala,FC_Anzhi_Makhachkala
69256.season,0211,2011
34501.manager,Vaga_Smallwood,Vagan_Smallwood
97703.birthplace,Guflport,Gulfport
120584.name,Brad_uZhaofang,Brad_Zhaofang
186521.birthyear,9182,1982
193248.birthyear,9197,1997
107643.name,Tejwansh_Klemns,Tejwansh_Klemens
151786.birthplace,Gulport,Gulfport
150305.birthplace,Cropus,Corpus
45792.name,Brad_Zhaofang,Osten_Bian
93312.season,2013,2012
36450.season,2031,2013
23110.birthyear,197p7,1977
46132.name,Brad_Zhaofang,Maggie_Zhiqiang
167654.name,Sngjin_Martin,Sangjin_Martin
115963.stadium,BMsO_Field,BMO_Field
9787.birthyear,9177,1977
45921.name,Brad_Zhaofang,Mejar_Congxiao
150997.birthplace,Gulfporpt,Gulfport
25812.name,Brad_Zhaofang,Behcet_Liu
145256.city,Gelsenkircen,Gelsenkirchen
114137.manager,Xiaomin_Saouid,Xiaomin_Saoudi
20506.surname,Agigrain,Aigrain
70935.birthplace,Pargue,Prague
103335.birthyear,1892,1982
7804.birthyear,y1984,1984
108889.stadium,StadioO_limpico,Stadio_Olimpico
93041.manager,Mayan_autenhahn,Mayan_Tautenhahn
25407.position,Midfieild,Midfield
29803.birthyear,982,1982
81984.season,2t013,2013
3406.name,Brad_Zhaofang,Laird_Capers
141239.birthplace,Gren,Green
183396.name,Karan_Spvyridon,Karan_Spyridon
65020.surname,aMtyska,Matyska
46790.name,Brad_Zhaofang,Gina_Kenta
168295.season,0212,2012
18658.team,A.C._Preugia_Calcio,A.C._Perugia_Calcio
120735.birthplace,Sawntiago,Santiago
177615.city,Sadlvador,Salvador
22123.season,2013,2012
65263.position,oFrward,Forward
46335.name,Brad_Zhaofang,Suphachai_Tsukasa
35626.city,Solna,Brasilia
149170.position,Midfeield,Midfield
111430.city,Glaszgow,Glasgow
158364.birthyear,19a84,1984
73699.surname,Tdimkovsky,Timkovsky
103268.birthplace,uGlfport,Gulfport
22479.team,Juventous,Juventus
15863.name,zTakenobu_Leighton,Takenobu_Leighton
116018.manager,Xiaomind_Saoudi,Xiaomin_Saoudi
152178.team,Tianjin_Tead_F.C.,Tianjin_Teda_F.C.
133000.team,C_Midtjylland,FC_Midtjylland
166317.season,2011***,2011
26187.name,Brad_Zhaofang,Guardian_Yongjoon
45679.name,Brad_Zhaofang,Anke_Ute
162229.stadium,Allianz_Arena_lympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
73100.name,Clay_Pawl,Clay_Pawel
35693.season,2012,2014
131726.name,Petru_Bpairaju,Petru_Bapiraju
39053.season,2011,2014
26395.name,Brad_Zhaofang,Dhabaleswar_Atilio
106620.name,jRavin_Shengchang,Ravin_Shengchang
41124.birthyear,1i978,1978
75569.birthyear,1928,1982
163067.surname,Bttyan,Buttyan
186837.team,Aik_Suolna,Aik_Solna
61505.season,201m2,2012
175808.name,Guadrian_Yongjoon,Guardian_Yongjoon
41683.surname,igrain,Aigrain
96762.manager,Sreenivas_Wohr***,Sreenivas_Wohr
43519.season,h2011,2011
174903.team,Tianjn_Teda_F.C.,Tianjin_Teda_F.C.
163104.stadium,Allianz_Arena_Olympic_StadiumM_unich,Allianz_Arena_Olympic_Stadium_Munich
46002.name,Brad_Zhaofang,Mieke_Yoshikane
183635.season,211,2011
175078.stadium,Allianz_Arena_Olympic_Stadium_Munihc,Allianz_Arena_Olympic_Stadium_Munich
10541.name,Elefthreios_Maxwell,Eleftherios_Maxwell
47869.city,Solna,Brasilia
100732.season,2013,2012
74369.position,Defnder,Defender
2890.name,Brad_Zhaofang,Vishwani_Konrad
129933.season,2101,2011
24177.birthplace,Gulffport,Gulfport
23305.name,Dongwook_Valentyn***,Dongwook_Valentyn
92548.name,Fortune_Orestes,Ezio_Roslyn
181788.team,aJuventus,Juventus
31172.city,Solna,Brasilia
143812.name,Yadrn_Mechthild,Yadran_Mechthild
87623.season,2013,2012
67352.position,orward,Forward
24960.birthplace,ulfport,Gulfport
160567.city,olna,Solna
98429.name,Fortune_Orestes,Errol_Cetin
2682.name,Brad_Zhaofang,Steinar_Sathis
93686.season,015,2015
140941.surname,Brungano,Brugnano
2936.name,Brad_Zhaofang,Yadran_Mechthild
115039.birthyear,196,1986
42542.surname,Kadaor,Kadar
44377.city,Solna,Brasilia
13853.surname,Abrahma,Abraham
155273.season,2v011,2011
3147.name,Brad_Zhaofang,Lui_Sherry
41385.manager,Jeremy_Canu,Jeremy_Cantu
30419.season,2013,2012
40405.surname,igrain,Aigrain
2728.name,Brad_Zhaofang,Farzan_Jakob
130213.manager,Duckyoung_Puadhye,Duckyoung_Padhye
167567.birthyear,182,1982
189072.surname,Anraka,Andraka
166116.city,Sona,Solna
43989.name,Mlaggie_Zhiqiang,Maggie_Zhiqiang
24268.stadium,Gerhardz_Hanappi_Stadium,Gerhard_Hanappi_Stadium
173425.city,Dortmuknd,Dortmund
158216.birthyear,196,1976
83107.stadium,dCamp_Nou,Camp_Nou
156927.surname,Belloista,Bellosta
190466.season,2104,2014
150523.surname,Blx,Blix
66353.name,Brad_Zhaofang,Errol_Cetin
99561.manager,Veits_Luks,Veit_Luks
1463.team,Juventtus,Juventus
46210.name,Brad_Zhaofang,Osmar_Norton
134074.birthyear,1928,1982
114326.team,Montellier_HSC,Montpellier_HSC
35023.name,Bienvenido_Husseni,Bienvenido_Hussein
47239.name,Ank_eUte,Anke_Ute
102373.season,2013,2012
57429.season,20o13,2013
176761.city,Solyna,Solna
154317.name,aLird_Capers,Laird_Capers
2569.name,Brad_Zhaofang,Basem_Noemie
135711.birthplace,Kileen,Killeen
188439.team,Clube_dje_Regatas_do_Flamengo,Clube_de_Regatas_do_Flamengo
170070.team,P.a.o.k_bFc,P.a.o.k_Fc
135648.team,FC_Sparak_Moscow,FC_Spartak_Moscow
150924.birthplace,Beaumotn,Beaumont
45870.name,Brad_Zhaofang,Wendie_Benson
88594.position,Midfeld,Midfield
105077.position,Midfeld,Midfield
196258.birthyear,986,1986
52676.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
23564.birthyear,9178,1978
20477.name,YiliJunjie,Yili_Junjie
87747.surname,Aigfrain,Aigrain
24173.city,Solna,Brasilia
48616.city,Solna,Brasilia
37477.position,Deefnder,Defender
162906.stadium,Allianz_Arena_Olympc_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
60445.city,Saglvador,Salvador
133715.birthplace,Benaumont,Beaumont
198842.surname,Guoxig,Guoxing
32500.manager,Kazuhiko_Clabyrook,Kazuhiko_Claybrook
96856.birthyear,1977***,1977
82847.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
99824.name,Fortune_Orestes,Magne_Chihping
155181.birthplace,Albuuqerque,Albuquerque
