117316.city,MANVILEL,MANVILLE
7711.gender,,F
87361.city,AESVILLE,AMESVILLE
9731.gender,***,F
144994.city,GLENDAE,GLENDALE
9769.gender,nF,F
113855.singleexemp,,0
191629.singleexemp,***,0
26556.childexemp,***,0
42129.childexemp,,0
163914.singleexemp,t0,0
100136.state,L,AL
24094.state,CD,DC
61820.marriedexemp,***,0
73504.marriedexemp,t0,0
93934.childexemp,2s72,272
80000.city,ARBNO,ARBON
10367.gender,kF,F
76679.state,LA,AL
117609.state,CD,DC
6533.singleexemp,,0
183968.city,SALT LAKE CIY,SALT LAKE CITY
138724.gender,,M
99231.state,C,DC
105570.state,CD,DC
172804.gender,nM,M
11124.gender,tF,F
134062.state,C,DC
42188.gender,fF,F
189133.singleexemp,0,40
70228.gender,fF,F
168093.gender,,F
174153.marriedexemp,q0,0
164435.childexemp,***,0
13182.gender,***,F
184514.childexemp,s0,0
37673.state,lAL,AL
97761.state,mDC,DC
191844.gender,***,F
95972.state,C,DC
9510.gender,,F
12746.gender,***,F
189812.marriedexemp,***,0
54461.singleexemp,,0
93009.marriedexemp,200,6200
64311.childexemp,y0,0
138519.city,ANCHORAE,ANCHORAGE
129564.state,CD,DC
50348.childexemp,,0
29357.singleexemp,i0,0
130125.marriedexemp,x0,0
39431.state,O,MO
122310.gender,vF,F
188934.marriedexemp,2f20,220
12083.gender,tM,M
160556.singleexemp,,0
88630.city,ANSOINA,ANSONIA
82094.city,ALBQUUERQUE,ALBUQUERQUE
8679.state,KA,AK
52133.singleexemp,,0
131938.marriedexemp,,0
38637.state,O,CO
53117.marriedexemp,g0,0
192642.state,O,MO
137055.marriedexemp,z0,0
148221.state,K,AK
176916.city,CAHRLESTON,CHARLESTON
134982.singleexemp,d0,0
67907.state,CD,DC
96397.city,NELON,NELSON
143090.childexemp,120m0,1200
100089.state,C,DC
109830.childexemp,***,0
61329.childexemp,***,0
154626.state,KA,AK
139769.singleexemp,,0
112504.marriedexemp,***,0
165441.childexemp,040,1040
105901.city,RDGEWAY,RIDGEWAY
33584.city,BOIES,BOISE
144182.marriedexemp,6600***,6600
96393.state,CD,DC
157727.childexemp,,0
193642.city,ANCHOARGE,ANCHORAGE
193370.state,Y,WY
1109.state,mDC,DC
45040.state,KA,AK
175691.city,GREnENCREEK,GREENCREEK
12604.gender,xF,F
174642.state,J,NJ
122633.marriedexemp,,0
34105.city,AMHERT,AMHERST
135355.city,ANSONA,ANSONIA
16409.singleexemp,x0,0
40826.city,AUGHLIN,LAUGHLIN
97346.marriedexemp,v0,0
23737.city,HINHGAM,HINGHAM
114627.city,ANDERSjON,ANDERSON
53620.marriedexemp,***,0
145456.marriedexemp,,0
67242.state,KA,AK
59196.singleexemp,v0,0
181002.childexemp,,0
151230.childexemp,***,0
191759.city,ALLIANEC,ALLIANCE
98504.state,DwC,DC
31281.city,CLINES CORNRES,CLINES CORNERS
141454.childexemp,***,0
97368.marriedexemp,c0,0
175875.marriedexemp,***,0
18229.gender,,M
7145.gender,,M
195231.marriedexemp,,0
10490.state,KA,AK
41790.city,ELIN,ELGIN
180695.marriedexemp,***,0
83116.state,L,AL
194082.marriedexemp,y0,0
38889.singleexemp,h0,0
167271.marriedexemp,000,9000
138999.city,FkORT BENTON,FORT BENTON
97515.marriedexemp,l0,0
124162.state,T,MT
154724.singleexemp,k0,0
79095.singleexemp,k0,0
11602.gender,***,F
46144.gender,zF,F
53937.state,CD,DC
195917.city,BEAVETON,BEAVERTON
110273.state,KA,AK
145037.singleexemp,***,0
164565.city,ALDERON,ALDERSON
101970.singleexemp,,0
83325.singleexemp,15g00,1500
62420.childexemp,k0,0
121676.marriedexemp,***,0
8049.gender,,F
193910.marriedexemp,1040,1400
13616.gender,cF,F
67983.singleexemp,o0,0
83535.gender,,M
8451.city,AMBORSE,AMBROSE
118220.state,J,NJ
68454.city,ILMINGTON,WILMINGTON
2678.state,LA,AL
84391.city,ATNLER,ANTLER
2281.state,C,SC
99792.singleexemp,k0,0
69206.childexemp,l0,0
153865.childexemp,x0,0
91899.city,AMSEBURY,AMESBURY
170638.city,ANCHORAGrE,ANCHORAGE
140779.city,TERNTON,TRENTON
71773.marriedexemp,***,0
10432.gender,***,F
146909.singleexemp,59,159
176759.marriedexemp,,0
4989.singleexemp,w0,0
120722.singleexemp,***,0
185097.city,FORTd SUMNER,FORT SUMNER
86557.childexemp,***,0
130484.singleexemp,***,0
54524.marriedexemp,***,0
117630.marriedexemp,***,0
199188.childexemp,***,0
44020.marriedexemp,***,0
143487.singleexemp,,0
55221.marriedexemp,***,0
170381.state,AmK,AK
83708.singleexemp,t0,0
109202.marriedexemp,***,0
151097.state,KA,AK
10530.gender,,F
87280.gender,fM,M
49490.gender,,F
25646.childexemp,e0,0
160343.childexemp,r0,0
110621.childexemp,d0,0
172463.city,AmNCHORAGE,ANCHORAGE
46132.state,CD,DC
83445.singleexemp,,0
125951.state,A,PA
144653.state,C,DC
30202.marriedexemp,l0,0
93041.city,WASHINGiTON,WASHINGTON
107939.marriedexemp,i0,0
10242.gender,cF,F
101022.city,ALpTONAH,ALTONAH
82823.city,GRNTS PASS,GRANTS PASS
149075.state,LA,AL
114281.state,C,DC
29014.childexemp,,0
119748.state,L,IL
101542.marriedexemp,,0
164057.singleexemp,***,0
75209.marriedexemp,2t20,220
177085.state,FdL,FL
192513.marriedexemp,***,0
13562.gender,lF,F
59115.city,ANCHmORAGE,ANCHORAGE
47076.singleexemp,370,1370
13192.gender,pF,F
51128.childexemp,w0,0
111457.marriedexemp,,0
38172.state,A,LA
120839.childexemp,300,3000
150578.childexemp,2u000,2000
78875.city,kALBION,ALBION
68348.city,ELEPHANT BUTTE***,ELEPHANT BUTTE
82671.city,VALHALA,VALHALLA
82471.city,LITHFIELD,LITCHFIELD
165600.childexemp,v0,0
181348.childexemp,h0,0
144673.singleexemp,k0,0
175708.marriedexemp,***,0
134069.marriedexemp,6600***,6600
65369.childexemp,x0,0
148194.childexemp,***,0
10659.city,CHARLOTyTE,CHARLOTTE
88041.state,eNJ,NJ
107118.gender,,F
183898.state,vNJ,NJ
142406.city,AKE FORK,LAKE FORK
90696.city,AyLBERTON,ALBERTON
79173.city,VILSA,VILAS
170059.marriedexemp,j0,0
105115.state,K,AK
46779.state,C,DC
76365.state,K,AK
88122.state,iAZ,AZ
71808.singleexemp,,0
135659.state,dAK,AK
92410.marriedexemp,,0
79845.singleexemp,300,3300
75137.singleexemp,***,0
155276.state,oAK,AK
12534.gender,***,F
86513.childexemp,***,0
117496.gender,***,M
169118.singleexemp,w0,0
162806.city,STORRS MANSFIED,STORRS MANSFIELD
19955.childexemp,d0,0
140645.state,KA,AK
168029.childexemp,***,0
182738.marriedexemp,620q0,6200
155144.city,MAANDA PARK,AMANDA PARK
46731.city,ANDRESONVILLE,ANDERSONVILLE
59540.state,rDC,DC
38003.city,ARAAT,ARARAT
60621.state,KA,AK
159681.state,KnY,KY
10940.gender,***,F
71778.marriedexemp,,0
199283.marriedexemp,p0,0
16741.singleexemp,,0
162436.singleexemp,j0,0
65382.state,KA,AK
20713.singleexemp,***,0
87347.state,J,NJ
68407.state,DuC,DC
64123.city,ALzBION,ALBION
151169.marriedexemp,6600***,6600
7841.childexemp,,0
7478.gender,jM,M
171359.city,HRAMONY,HARMONY
25963.marriedexemp,a0,0
8499.gender,***,F
94843.city,JHONSTON,JOHNSTON
97593.childexemp,***,0
147927.marriedexemp,,0
159833.city,AERDEEN,ABERDEEN
132842.singleexemp,m0,0
93248.marriedexemp,d0,0
12126.gender,,F
6857.gender,***,F
82102.city,AMHERT,AMHERST
143547.gender,,M
135744.state,Z,AZ
41074.childexemp,e0,0
138886.marriedexemp,0,80
126480.state,KA,AK
113405.singleexemp,,0
46151.city,LBUQUERQUE,ALBUQUERQUE
64545.marriedexemp,,0
10226.gender,***,F
2961.gender,***,F
189143.city,EL KRIVER,ELK RIVER
13015.singleexemp,000,2000
187858.marriedexemp,***,0
32658.marriedexemp,***,0
37312.gender,,M
47450.marriedexemp,o0,0
60976.singleexemp,x0,0
179053.childexemp,***,0
93210.childexemp,***,0
13397.state,CD,DC
85842.marriedexemp,r0,0
123883.state,C,DC
179720.marriedexemp,***,0
71841.singleexemp,q0,0
137718.state,dID,ID
5881.gender,nF,F
155312.state,K,AK
38133.city,WIoNNISQUAM,WINNISQUAM
16320.state,KA,AK
198795.singleexemp,***,0
61452.marriedexemp,***,0
158065.city,AARAT,ARARAT
86903.marriedexemp,,0
75250.singleexemp,***,0
101559.childexemp,,0
173045.state,KA,AK
95208.childexemp,3k00,300
147667.marriedexemp,,0
12545.singleexemp,d0,0
154096.state,NT,TN
191035.childexemp,,0
40309.childexemp,***,0
70969.city,APLETON,APPLETON
7013.gender,,F
188255.childexemp,200,2000
89927.childexemp,k0,0
198379.city,TAOCMA,TACOMA
40176.marriedexemp,***,0
162050.state,KO,OK
117051.marriedexemp,***,0
13013.gender,,F
95627.singleexemp,i0,0
166433.state,T,VT
113432.childexemp,x0,0
13907.gender,nF,F
135448.state,IM,MI
184706.marriedexemp,***,0
193321.singleexemp,,0
40388.state,AcK,AK
89810.childexemp,100,3100
56473.state,EM,ME
68492.marriedexemp,***,0
124344.state,NrD,ND
48031.singleexemp,000,1000
9421.marriedexemp,***,0
102759.gender,,M
195208.marriedexemp,***,0
48597.state,AsK,AK
9844.marriedexemp,p4500,4500
40523.state,AuK,AK
21407.state,C,DC
11013.gender,,F
87477.state,CD,DC
180650.childexemp,***,0
142412.gender,,M
198727.state,OM,MO
109941.marriedexemp,0,40
7015.state,C,DC
84652.marriedexemp,w0,0
122414.childexemp,,0
116483.singleexemp,,0
195589.marriedexemp,***,0
175557.state,AW,WA
19886.state,IM,MI
124909.city,NTONITO,ANTONITO
47638.state,NsJ,NJ
77832.marriedexemp,k0,0
39721.marriedexemp,x318,318
47130.city,REDLKAE,REDLAKE
191307.childexemp,2457,2475
151055.marriedexemp,***,0
124384.marriedexemp,***,0
67719.state,I,MI
71076.city,ANMmOORE,ANMOORE
166310.state,KA,AK
174610.state,J,NJ
172215.state,H,OH
126364.singleexemp,,0
150680.state,jAL,AL
10610.gender,***,F
186953.childexemp,x0,0
1513.state,C,DC
159186.state,DiC,DC
13593.gender,rF,F
87748.singleexemp,***,0
191288.marriedexemp,,0
177081.marriedexemp,,0
25718.singleexemp,x0,0
37671.childexemp,***,0
11932.childexemp,y0,0
45033.marriedexemp,***,0
96295.singleexemp,100,1000
67755.singleexemp,n0,0
110322.city,MOUTN CARMEL,MOUNT CARMEL
61242.city,ANCHORAEG,ANCHORAGE
45674.childexemp,***,0
169060.singleexemp,***,0
168437.state,Y,NY
80317.state,vAK,AK
36220.city,REYNODS,REYNOLDS
69238.marriedexemp,u0,0
171695.childexemp,,0
135658.city,ALtMA,ALMA
48094.childexemp,,0
9033.gender,***,F
137291.state,A,MA
91974.marriedexemp,***,0
122215.singleexemp,a2000,2000
145279.marriedexemp,14,174
15479.childexemp,g0,0
142926.gender,qF,F
100260.singleexemp,***,0
98654.marriedexemp,r0,0
78525.marriedexemp,2470,2740
74756.singleexemp,t0,0
19723.marriedexemp,,0
105999.marriedexemp,***,0
183242.marriedexemp,***,0
139389.state,uAK,AK
186782.singleexemp,,0
47061.state,C,DC
12562.gender,qM,M
171490.marriedexemp,500,5700
175823.singleexemp,v0,0
149160.marriedexemp,s0,0
169522.singleexemp,z0,0
142621.singleexemp,f0,0
11019.gender,***,F
195894.singleexemp,100u0,1000
127384.state,AgK,AK
120243.state,AbK,AK
113799.singleexemp,,0
12311.gender,***,M
51059.marriedexemp,,0
96575.singleexemp,519,159
14276.state,J,NJ
94573.city,ALTOqN,ALTON
89493.childexemp,,0
75493.state,jAK,AK
108436.state,TC,CT
153609.state,oAK,AK
190932.childexemp,i0,0
8314.gender,,F
98067.city,ALINE,ALPINE
7413.state,A,VA
153321.singleexemp,1500***,1500
38271.state,A,IA
122067.state,AnK,AK
43383.marriedexemp,b0,0
51797.state,AxK,AK
144052.city,CAMP LEJENE,CAMP LEJEUNE
9711.gender,,F
79157.marriedexemp,,0
12192.gender,***,F
30155.state,Y,KY
12897.gender,,F
48042.marriedexemp,***,0
83139.marriedexemp,,0
9446.gender,,F
106801.singleexemp,***,0
40016.singleexemp,***,0
65192.singleexemp,e0,0
174657.singleexemp,r0,0
14174.gender,***,F
73724.marriedexemp,***,0
156420.city,SALT LAKE CIYT,SALT LAKE CITY
9705.gender,wF,F
76966.gender,,M
40156.gender,,M
112563.city,COON VALLY,COON VALLEY
73551.singleexemp,***,0
174960.state,AgL,AL
8041.gender,***,F
152053.singleexemp,,0
21042.city,ALTA VISAT,ALTA VISTA
96777.city,lCASCILLA,CASCILLA
71017.singleexemp,***,0
107361.marriedexemp,p9000,9000
96498.childexemp,,0
21014.city,WASHINGOTN,WASHINGTON
6733.gender,***,F
13219.gender,fF,F
135946.state,DtC,DC
2580.state,C,DC
2959.gender,yF,F
141630.city,ALCOVzA,ALCOVA
12652.state,DgC,DC
38807.city,AMAILA,AMALIA
182831.gender,***,M
178660.city,ALACLDE,ALCALDE
113582.state,L,AL
57555.childexemp,000,1000
129914.state,pCO,CO
48623.state,KA,AK
10236.gender,,F
108709.marriedexemp,o0,0
88109.marriedexemp,d0,0
151799.state,DsC,DC
18734.gender,,F
133929.singleexemp,***,0
167920.childexemp,c0,0
157052.singleexemp,,0
159623.childexemp,,0
174268.marriedexemp,,0
160399.state,yAK,AK
9525.gender,***,F
66225.state,qDC,DC
109391.state,KA,AK
159170.marriedexemp,l0,0
40262.city,PPLETON,APPLETON
11321.gender,eF,F
62935.marriedexemp,950,4950
12808.gender,rF,F
73715.marriedexemp,,0
138789.marriedexemp,,0
160995.state,A,PA
148992.marriedexemp,***,0
176913.childexemp,,0
70928.marriedexemp,2704,2740
160729.childexemp,m1300,1300
147873.gender,vF,F
194854.marriedexemp,a0,0
74851.city,TALHIINA,TALIHINA
93197.childexemp,195,159
15623.state,CD,DC
135260.childexemp,***,0
120642.gender,***,M
107098.marriedexemp,***,0
2143.city,ALBIfON,ALBION
194054.childexemp,o0,0
184045.marriedexemp,***,0
159877.singleexemp,,0
98840.singleexemp,,0
141351.singleexemp,00,700
181125.singleexemp,,0
173553.city,ARENTSVILLE,ARENDTSVILLE
147411.state,DnC,DC
53580.childexemp,h0,0
61471.state,nSC,SC
128590.marriedexemp,x0,0
70998.singleexemp,***,0
3427.state,S,KS
73970.city,ArLLEGANY,ALLEGANY
102329.childexemp,***,0
19540.childexemp,d0,0
13149.city,ANHCORAGE,ANCHORAGE
96665.singleexemp,t0,0
90354.gender,***,M
169876.city,SAVANNHA,SAVANNAH
175457.state,eTN,TN
163707.singleexemp,***,0
185336.singleexemp,v0,0
10501.gender,,F
190114.state,AG,GA
146608.state,C,DC
17822.city,COLORAD SPRINGS,COLORADO SPRINGS
104258.state,K,AK
124650.gender,vF,F
135596.state,CD,DC
181352.singleexemp,,0
100429.marriedexemp,m0,0
176934.singleexemp,200,2100
108834.city,AABI,ARABI
137210.marriedexemp,***,0
37798.state,rNJ,NJ
171742.city,AOMRY,AMORY
8300.gender,,F
77204.gender,***,M
113140.state,I,HI
138506.singleexemp,v0,0
108503.singleexemp,***,0
105042.childexemp,,0
187591.marriedexemp,f0,0
11985.gender,,F
149726.childexemp,3300***,3300
30438.marriedexemp,q0,0
176456.city,ALBUQUEQUE,ALBUQUERQUE
21956.gender,,M
70100.marriedexemp,***,0
9260.gender,,F
182182.gender,***,M
179029.childexemp,s0,0
191010.state,PpA,PA
166499.marriedexemp,000,2000
169970.gender,***,M
7167.gender,,F
108361.singleexemp,s0,0
170571.city,KEVIL,KENVIL
132725.state,C,DC
99776.childexemp,***,0
156223.marriedexemp,***,0
189439.gender,,M
98023.city,ASUTIN,AUSTIN
60046.gender,,F
185218.marriedexemp,***,0
9201.gender,,F
156348.singleexemp,,0
170601.singleexemp,v0,0
117850.city,BUEAN,BUENA
72474.gender,xM,M
75366.singleexemp,k0,0
52445.gender,qF,F
140756.childexemp,,0
3770.marriedexemp,4s0,40
152338.gender,fF,F
125310.city,ANCHeORAGE,ANCHORAGE
13413.gender,,F
111316.marriedexemp,740,2740
115643.city,OLIVEqHILL,OLIVEHILL
92733.city,AMBRSOE,AMBROSE
158631.singleexemp,,0
64067.city,ALBURNEbTT,ALBURNETT
8568.singleexemp,***,0
61710.state,K,AK
144691.childexemp,***,0
198733.marriedexemp,***,0
53618.singleexemp,,0
111707.singleexemp,,0
85853.singleexemp,***,0
155593.marriedexemp,***,0
198034.singleexemp,q0,0
46378.marriedexemp,,0
5519.state,LF,FL
67772.childexemp,o0,0
125198.marriedexemp,u0,0
132431.singleexemp,***,0
21902.state,CD,DC
155700.state,C,DC
119931.state,LA,AL
150478.state,DcC,DC
101228.childexemp,,0
194260.singleexemp,***,0
115754.gender,***,M
104210.state,CD,DC
107807.singleexemp,,0
40057.marriedexemp,38,318
11357.marriedexemp,***,0
114312.singleexemp,,0
69674.state,YW,WY
147612.state,KA,AK
147689.city,TALLlASSEE,TALLASSEE
170520.marriedexemp,***,0
11679.gender,***,F
184733.childexemp,***,0
49372.singleexemp,210n0,2100
3341.gender,lM,M
111786.singleexemp,2700***,2700
45572.state,K,AK
93145.state,hNV,NV
161579.state,I,MI
198475.gender,***,F
131167.singleexemp,o0,0
197591.marriedexemp,,0
184434.singleexemp,3100***,3100
191859.marriedexemp,f0,0
136159.childexemp,***,0
172927.singleexemp,***,0
145343.gender,gM,M
171566.city,APACjHE,APACHE
118232.state,DvC,DC
177794.childexemp,g0,0
6814.gender,***,F
58247.marriedexemp,,0
150797.state,K,AK
19479.childexemp,,0
99564.childexemp,***,0
107707.gender,***,F
154488.state,oDC,DC
149729.childexemp,40s0,400
22042.state,CD,DC
165781.marriedexemp,***,0
42715.childexemp,m0,0
149012.singleexemp,p0,0
119765.childexemp,***,0
116231.childexemp,,0
10475.gender,***,F
180860.childexemp,n0,0
69659.singleexemp,33c00,3300
185797.city,ABLUQUERQUE,ALBUQUERQUE
68426.state,DM,MD
13876.gender,,F
73173.singleexemp,***,0
198200.marriedexemp,***,0
172934.marriedexemp,v0,0
170519.marriedexemp,,0
173312.singleexemp,,0
122785.city,ARuGYLE,ARGYLE
196164.state,uAK,AK
78573.gender,***,M
198644.singleexemp,b0,0
9778.gender,***,F
179657.singleexemp,l3300,3300
4156.singleexemp,1z59,159
1182.city,tBERINO,BERINO
89649.singleexemp,***,0
151197.singleexemp,***,0
52272.state,wVT,VT
3630.city,USSELL,RUSSELL
158758.childexemp,***,0
133727.state,CD,DC
54807.city,PRINCEOTN,PRINCETON
6044.state,CD,DC
103591.singleexemp,***,0
81592.city,AgQUILLA,AQUILLA
183244.state,KA,AK
80199.city,APACHE JUNCTIcON,APACHE JUNCTION
110332.marriedexemp,,0
191575.city,ANTA,ANETA
101240.singleexemp,***,0
7533.gender,,M
57779.city,CM INTIRE,MC INTIRE
7171.gender,***,F
115989.marriedexemp,***,0
32231.singleexemp,130,1300
192231.city,DuELL CITY,DELL CITY
117687.city,yAMADO,AMADO
115056.singleexemp,***,0
11740.gender,,F
31126.state,A,GA
99114.state,JN,NJ
194015.singleexemp,1i10,110
89122.gender,***,F
53041.state,KA,AK
34278.state,gAK,AK
47932.childexemp,250,2250
10027.gender,***,F
40194.city,ANNAPOLSI JUNCTION,ANNAPOLIS JUNCTION
61626.gender,bM,M
189044.city,ALPIEN,ALPINE
30788.state,MdD,MD
41420.state,KO,OK
73812.state,T,UT
46169.city,AMBOvY,AMBOY
164888.singleexemp,,0
171167.state,kAK,AK
128094.singleexemp,1900***,1900
77620.city,AMANAD,AMANDA
176236.city,LLENTOWN,ALLENTOWN
74949.city,POLACdCA,POLACCA
155381.state,yMI,MI
70550.singleexemp,78,87
9059.gender,cF,F
179782.city,BRIDGEON,BRIDGETON
199996.marriedexemp,***,0
88502.gender,***,F
61706.marriedexemp,,0
82195.gender,dM,M
158736.childexemp,***,0
153318.childexemp,***,0
60251.singleexemp,z0,0
30024.childexemp,***,0
155414.singleexemp,n0,0
53061.marriedexemp,,0
124069.state,L,AL
138324.marriedexemp,j0,0
10378.gender,oF,F
7289.gender,,F
137339.city,ALUBQUERQUE,ALBUQUERQUE
107502.state,DeC,DC
55201.marriedexemp,***,0
145044.state,LI,IL
156886.marriedexemp,***,0
18091.marriedexemp,0,40
132300.childexemp,,0
91824.city,ALLbAKAKET,ALLAKAKET
98995.city,JAMISEON,JAMIESON
26047.marriedexemp,***,0
157108.state,xDC,DC
134515.singleexemp,***,0
108122.state,C,DC
77354.marriedexemp,2i20,220
158101.marriedexemp,,0
86832.city,ARBN,ARBON
105918.city,ARjAPAHOE,ARAPAHOE
34577.state,vDC,DC
53397.childexemp,v0,0
136365.city,LBERTSON,ALBERTSON
155731.state,L,AL
50357.childexemp,1000***,1000
134031.childexemp,,0
47675.gender,,M
85387.marriedexemp,6z600,6600
26751.gender,***,F
73357.state,AuK,AK
17931.gender,***,F
55690.city,LABUQUERQUE,ALBUQUERQUE
173389.singleexemp,f0,0
115577.singleexemp,v0,0
142167.city,OFFEE CREEK,COFFEE CREEK
31724.city,eHONOLULU,HONOLULU
189638.state,KA,AK
103749.marriedexemp,495l0,4950
153645.gender,***,F
192063.marriedexemp,***,0
143460.childexemp,***,0
152477.singleexemp,y0,0
175993.childexemp,f0,0
150566.state,C,DC
186052.marriedexemp,e0,0
38436.state,T,CT
11039.marriedexemp,***,0
9182.gender,,F
159924.city,NACHORAGE,ANCHORAGE
105050.singleexemp,m0,0
117020.gender,,F
6933.gender,,F
136625.gender,***,F
172440.childexemp,***,0
79998.marriedexemp,180y0,1800
76189.singleexemp,***,0
120576.childexemp,e0,0
137330.city,MONREO,MONROE
114305.childexemp,***,0
167377.state,KA,AK
19258.childexemp,100,1000
8501.gender,,F
36256.singleexemp,,0
197713.city,TALANTA,ATLANTA
62600.singleexemp,w0,0
138694.marriedexemp,,0
66759.marriedexemp,***,0
53205.state,WtV,WV
79573.gender,***,F
62985.marriedexemp,***,0
60501.state,K,AK
12784.singleexemp,,0
47244.marriedexemp,08,80
9155.gender,***,F
171549.gender,mF,F
181492.city,LIBERTY HIL,LIBERTY HILL
91361.singleexemp,***,0
127780.city,ARpCO,ARCO
18557.childexemp,k0,0
84135.marriedexemp,***,0
115305.state,C,DC
29946.state,K,AK
126382.marriedexemp,***,0
24139.childexemp,,0
21480.singleexemp,,0
6238.gender,,M
155297.singleexemp,,0
189811.childexemp,***,0
112533.state,nDC,DC
32819.city,CHESAaPEAKE,CHESAPEAKE
169341.city,CONEAHTTA,CONEHATTA
97272.state,DlC,DC
91366.singleexemp,,0
15832.city,KENSIGTON,KENSINGTON
13215.gender,pF,F
29972.singleexemp,00,900
196668.state,CmA,CA
152462.singleexemp,240q0,2400
110995.city,jWASHINGTON,WASHINGTON
81956.marriedexemp,c0,0
7794.gender,***,F
20557.state,TC,CT
47607.singleexemp,,0
120256.state,K,AK
150941.marriedexemp,,0
133402.childexemp,w0,0
175746.singleexemp,g0,0
6525.gender,***,F
192224.singleexemp,***,0
70664.marriedexemp,f0,0
66682.marriedexemp,,0
134416.state,KA,AK
39165.state,IM,MI
13567.gender,,F
10921.gender,cF,F
195668.marriedexemp,***,0
12530.state,KA,AK
85921.state,KA,AK
12315.gender,qF,F
123821.city,ARGoYLE,ARGYLE
21333.state,CD,DC
191271.childexemp,a0,0
15737.state,OM,MO
135587.childexemp,***,0
54194.singleexemp,h0,0
30824.singleexemp,i0,0
13601.gender,,F
105858.state,AbL,AL
108843.marriedexemp,***,0
93333.singleexemp,c0,0
126142.singleexemp,2457,2475
84417.state,NzY,NY
14038.gender,***,M
111073.childexemp,***,0
152421.marriedexemp,,0
118607.singleexemp,u3300,3300
7688.singleexemp,***,0
97726.city,ALPNEA,ALPENA
81191.singleexemp,***,0
165552.marriedexemp,***,0
95619.childexemp,g0,0
107002.marriedexemp,***,0
57728.marriedexemp,,0
167050.singleexemp,p0,0
64971.city,PORT HOlPE,PORT HOPE
6810.gender,***,F
92839.city,MES,AMES
62225.marriedexemp,,0
115369.state,NqJ,NJ
165165.city,yCIDRA,CIDRA
40498.marriedexemp,,0
44495.state,CD,DC
111129.singleexemp,***,0
40038.state,C,DC
85910.childexemp,,0
136599.state,DsC,DC
155733.gender,nF,F
139159.city,mALCESTER,ALCESTER
42178.marriedexemp,,0
101223.state,C,DC
15840.childexemp,b0,0
34689.childexemp,000,1000
160480.city,SAIN JOHN,SAINT JOHN
7058.gender,,F
152381.state,C,DC
188127.singleexemp,***,0
76822.city,AkLMA,ALMA
2587.gender,,M
10466.gender,,F
126836.state,AuK,AK
107322.city,ARCHBLD,ARCHBALD
97467.state,gCA,CA
179985.state,T,CT
129985.singleexemp,3300***,3300
10235.gender,,F
179217.city,ALBUQUERUQE,ALBUQUERQUE
142282.marriedexemp,***,0
190305.singleexemp,,0
77443.state,DfC,DC
70048.gender,***,M
196208.gender,,M
10108.gender,***,F
36098.state,mDC,DC
65028.marriedexemp,***,0
41785.childexemp,100,1000
24215.marriedexemp,m0,0
7109.city,HUMESsTON,HUMESTON
8223.gender,,F
73421.state,C,DC
79129.singleexemp,d0,0
120546.childexemp,,0
165677.childexemp,c0,0
11631.gender,,F
71630.state,mNJ,NJ
160151.childexemp,,0
166121.childexemp,,0
53465.childexemp,,0
7851.gender,oF,F
10438.gender,***,F
111697.gender,***,M
93929.marriedexemp,***,0
159621.singleexemp,***,0
129991.singleexemp,***,0
166097.marriedexemp,n0,0
93097.singleexemp,,0
162989.childexemp,04,40
14079.gender,,F
145484.city,ALToA,ALTA
186864.state,Y,NY
187051.state,ApK,AK
120565.marriedexemp,***,0
159885.state,AxK,AK
15939.marriedexemp,f0,0
28101.marriedexemp,e0,0
9485.gender,***,F
99643.singleexemp,***,0
60342.state,CD,DC
110711.childexemp,***,0
77637.childexemp,,0
184890.marriedexemp,***,0
87788.singleexemp,700***,700
133447.singleexemp,u2000,2000
110840.city,VkAN ORIN,VAN ORIN
87856.state,K,AK
134503.marriedexemp,147,174
6818.gender,***,F
133968.marriedexemp,***,0
165070.state,bMN,MN
44955.marriedexemp,660s0,6600
165455.state,KA,AK
11335.gender,,F
139623.marriedexemp,1800***,1800
17059.state,gDC,DC
6811.gender,,F
85162.childexemp,b0,0
173925.state,Y,WY
113054.singleexemp,x0,0
143620.marriedexemp,a0,0
155214.singleexemp,***,0
143890.childexemp,1307,1370
171121.marriedexemp,,0
1797.gender,***,F
20871.city,GRANTHxAM,GRANTHAM
105580.childexemp,v0,0
128574.gender,,F
98510.city,NEZNEL,NENZEL
55235.marriedexemp,,0
83796.city,RIEL,ARIEL
126819.singleexemp,***,0
21715.marriedexemp,,0
102959.marriedexemp,***,0
39595.state,CD,DC
150170.marriedexemp,,0
177471.singleexemp,***,0
11137.gender,rF,F
144373.marriedexemp,***,0
127322.marriedexemp,w0,0
52864.state,C,DC
149662.state,K,AK
114240.marriedexemp,***,0
106358.childexemp,04,40
114470.singleexemp,195,159
102572.singleexemp,***,0
143285.marriedexemp,***,0
8236.gender,,F
85072.state,Y,NY
107502.singleexemp,f0,0
141785.childexemp,***,0
73207.city,AADMSVILLE,ADAMSVILLE
27327.state,CD,DC
169649.singleexemp,***,0
187708.marriedexemp,c0,0
148086.marriedexemp,,0
145168.city,EAST FAIcRFIELD,EAST FAIRFIELD
141643.city,iMONTE VISTA,MONTE VISTA
34366.state,KA,AK
69556.state,hVA,VA
45360.state,D,MD
89792.state,fDC,DC
171904.city,APPETON,APPLETON
47065.childexemp,***,0
77046.singleexemp,e0,0
126099.city,BRIDGEHAMTPON,BRIDGEHAMPTON
125694.gender,lM,M
193773.childexemp,,0
128365.state,N,MN
78982.singleexemp,***,0
117327.marriedexemp,***,0
