Attribute,Index,Clean Value,Cleaned Value
author_list,480030,"{""C. Jahanchahi"",""C. C. Took"",""B. C. Ujang"",""D. P. Mandic""}","{""C. Jahanchahi""""C. C. Took""""B. C. Ujang""""D. P. Mandic""}"
author_list,660499,"{""Marlos Rodrigues Domingues"",""Ana Claudia Gastal Fassa"",""Maria Laura Vidal Carret""}","{""Marlos Rodrigues Domingues""""Ana Claudia Gastal Fassa""""Maria Laura Vidal Carret""}"
author_list,696985,"{""George E. Woody"",""Anne Geller"",""Edgar H. Adams"",""Theodore J. Cicero"",""Alvaro Munoz"",""Edward C. Senay"",""James A. Inciardi""}","{""George E. Woody""""Anne Geller""""Edgar H. Adams""""Theodore J. Cicero""""Alvaro Munoz""""Edward C. Senay""""James A. Inciardi""}"
author_list,826471,"{""Sergio Garrido"",""Angeles Pulgar"",""Stefan Duschek"",""Mar_a Mart_n-Vzquez"",""Gustavo A Reyes Del Paso""}","{""Sergio Garrido""""Angeles Pulgar""""Stefan Duschek""""Mar�_a Mart�_n-V��zquez""""Gustavo A Reyes Del Paso""}"
author_list,807737,"{""Ugurel S."",""Schadendorf D."",""Garbe C."",""Trefzer U."",""Egberts F."",""Hassel J."",""Weichenthal M."",""Hauschild A."",""Mauch C."",""Gutzmer R.""}","{""Ugurel S.""""Schadendorf D.""""Garbe C.""""Trefzer U.""""Egberts F.""""Hassel J.""""Weichenthal M.""""Hauschild A.""""Mauch C.""""Gutzmer R.""}"
author_list,875781,"{""P. Domicel"",""A. Tammelin"",""E. Stahle"",""A. Hambraeus""}","{""P. Domicel""""A. Tammelin""""E. Stahle""""A. Hambraeus""}"
author_list,322953,"{""Komla Tsey"",""Melissa R Haswell"",""Lyndon Reilly"",""David Kavanagh"",""Chris Doran"",""Arlene Laliberte"",""Andrew Wilson"",""Yvonne Cadet-James""}","{""Komla Tsey""""Melissa R Haswell""""Lyndon Reilly""""David Kavanagh""""Chris Doran""""Arlene Laliberte""""Andrew Wilson""""Yvonne Cadet-James""}"
author_list,123731,"{""K. Radig"",""A. Roessner"",""P. Buhtz""}","{""K. Radig""""A. Roessner""""P. Buhtz""}"
author_list,180588,"{""Geoffrey C. Williams"",""Bai Brownson Difranza Gehrman Glantz Law Mokdad Ory Panagiotakos Pechacek Pyle Sargent Sweda Whincup Whitlock Arcavi""}","{""Geoffrey C. Williams""""Bai Brownson Difranza Gehrman Glantz Law Mokdad Ory Panagiotakos Pechacek Pyle Sargent Sweda Whincup Whitlock Arcavi""}"
author_list,758629,"{""M Chouchkova"",""A Engibarov""}","{""M Chouchkova""""A Engibarov""}"
author_list,964184,"{""N. Harcourt"",""S. C. Masri"",""M. Colvin"",""G. Raveendran""}","{""N. Harcourt""""S. C. Masri""""M. Colvin""""G. Raveendran""}"
author_list,265490,"{""S. M. Smith"",""A. D. Marinov"",""R. Hirsch"",""D. S. Bushnell"",""B. T. Campfield"",""H. C. Blair"",""Y. Chaly""}","{""S. M. Smith""""A. D. Marinov""""R. Hirsch""""D. S. Bushnell""""B. T. Campfield""""H. C. Blair""""Y. Chaly""}"
author_list,749844,"{""T. Sentell"",""T. Usagawa"",""M. Hagiwara"",""T. Peacock"",""H. Hee Heo"",""M. G. Pearce"",""L. Choy"",""M. R. Dela Cruz""}","{""T. Sentell""""T. Usagawa""""M. Hagiwara""""T. Peacock""""H. Hee Heo""""M. G. Pearce""""L. Choy""""M. R. Dela Cruz""}"
author_list,300057,"{""M Wabitsch"",""A Moss"",""D Kunze""}","{""M Wabitsch""""A Moss""""D Kunze""}"
author_list,181456,"{""Linda M. Burton"",""Altman Bullard Burton Burton Burton Burton Burton Clark Conley Dilworth-Williams Fischer Foucault Franklin Gieryn Gilbert Goering Hooks Howard Kidder Lahiri Lawson Clark Lawson Clark Lawson Clark Low Massey Oliver Perkins Rosenbaum Rosenbaum Sanders Stack Allan"",""Sherri Lawson Clark""}","{""Linda M. Burton""""Altman Bullard Burton Burton Burton Burton Burton Clark Conley Dilworth-Williams Fischer Foucault Franklin Gieryn Gilbert Goering Hooks Howard Kidder Lahiri Lawson Clark Lawson Clark Lawson Clark Low Massey Oliver Perkins Rosenbaum Rosenbaum Sanders Stack Allan""""Sherri Lawson Clark""}"
author_list,668772,"{""Yan-Yan Li"",""Yun Qian"",""Chuan-Wei Zhou""}","{""Yan-Yan Li""""Yun Qian""""Chuan-Wei Zhou""}"
author_list,788507,"{""S. B. Levy"",""A. O. Shogbon""}","{""S. B. Levy""""A. O. Shogbon""}"
author_list,737167,"{""S. Ashelford"",""V. Taylor""}","{""S. Ashelford""""V. Taylor""}"
author_list,744601,"{""Dilokthornsakul P."",""Joo M.J."",""Lee T.A."",""Pickard A.S."",""Lin F.J.""}","{""Dilokthornsakul P.""""Joo M.J.""""Lee T.A.""""Pickard A.S.""""Lin F.J.""}"
author_list,856471,"{""W. Hunziker"",""K. H. Tan""}","{""W. Hunziker""""K. H. Tan""}"
author_list,570704,"{""Saadettin Kilickap"",""Omer Dizdar"",""Sercan Aksoy"",""Ibrahim Barista"",""Hakan Harputluoglu"",""Kadri Altundag"",""Didem Sener Dede""}","{""Saadettin Kilickap""""Omer Dizdar""""Sercan Aksoy""""Ibrahim Barista""""Hakan Harputluoglu""""Kadri Altundag""""Didem Sener Dede""}"
author_list,520153,"{""Carol E Barnewolt"",""Hiroto Hatabu"",""Mizuki Nishino"",""Deborah Levine"",""Henry A Feldman"",""Judy A Estroff"",""Valerie L Ward""}","{""Carol E Barnewolt""""Hiroto Hatabu""""Mizuki Nishino""""Deborah Levine""""Henry A Feldman""""Judy A Estroff""""Valerie L Ward""}"
author_list,259267,"{""S. Dey"",""P. Bhattacharyya"",""B. K. Biswas"",""B. Bhattarai"",""P. Bhakta""}","{""S. Dey""""P. Bhattacharyya""""B. K. Biswas""""B. Bhattarai""""P. Bhakta""}"
author_list,24381,"{""[Collective Name] CARE Group"",""Joel J Gagnier"",""David Moher"",""Douglas G Altman"",""Gunver Kienle"",""David Riley"",""Harold Sox""}","{""[Collective Name] CARE Group""""Joel J Gagnier""""David Moher""""Douglas G Altman""""Gunver Kienle""""David Riley""""Harold Sox""}"
author_list,827921,"{""Sandra M Walsh"",""Shiue Chen""}","{""Sandra M Walsh""""Shiue Chen""}"
author_list,18298,"{""Daiki Uchida"",""Yukihiro Saito"",""Hisashi Uchida"",""Atsuhiro Koya"",""Nobuyoshi Azuma""}","{""Daiki Uchida""""Yukihiro Saito""""Hisashi Uchida""""Atsuhiro Koya""""Nobuyoshi Azuma""}"
author_list,365654,"{""Skye P Barbic"",""Paul W Andrews"",""Zachary Durisko""}","{""Skye P Barbic""""Paul W Andrews""""Zachary Durisko""}"
author_list,572343,"{""M Ladetto"",""D Caracciolo"",""G Rossi"",""C Marinone"",""L Bergui"",""A Cuttica"",""A Salomone"",""M Boccadoro"",""I Ricca"",""C Tarella"",""M Pagano"",""F Zallio"",""P Gavarotti"",""A Pileri"",""A de Crescenzo""}","{""M Ladetto""""D Caracciolo""""G Rossi""""C Marinone""""L Bergui""""A Cuttica""""A Salomone""""M Boccadoro""""I Ricca""""C Tarella""""M Pagano""""F Zallio""""P Gavarotti""""A Pileri""""A de Crescenzo""}"
author_list,663339,"{""Chunhui Wang"",""Richard Hayes"",""Louise Kuhn"",""Stephen Shiboski"",""Jennifer S Smith"",""Natasha L Larke"",""Deborah Watson-Jones"",""Catherine F Houlihan"",""Patti E Gravitt"",""Karen K Smith-McCune""}","{""Chunhui Wang""""Richard Hayes""""Louise Kuhn""""Stephen Shiboski""""Jennifer S Smith""""Natasha L Larke""""Deborah Watson-Jones""""Catherine F Houlihan""""Patti E Gravitt""""Karen K Smith-McCune""}"
author_list,718292,"{""M Mikkonen"",""R Kotilainen"",""A Kullaa-Mikkonen""}","{""M Mikkonen""""R Kotilainen""""A Kullaa-Mikkonen""}"
author_list,217418,"{""Z. Hirschfeld"",""I. Brin"",""A. Fuks"",""M. Guelmann""}","{""Z. Hirschfeld""""I. Brin""""A. Fuks""""M. Guelmann""}"
author_list,413717,"{""A. R. Aleandri"",""D. Mancini"",""T. Cosentini"",""R. Le Donne"",""N. Colavita""}","{""A. R. Aleandri""""D. Mancini""""T. Cosentini""""R. Le Donne""""N. Colavita""}"
author_list,62246,"{""Masayuki Otsuki"",""Makoto Arakawa"",""Hidekazu Sonoda"",""Yasutaka Sasafuchi"",""Yuichi Kitasako"",""Junji Tagami""}","{""Masayuki Otsuki""""Makoto Arakawa""""Hidekazu Sonoda""""Yasutaka Sasafuchi""""Yuichi Kitasako""""Junji Tagami""}"
author_list,945021,"{""B. Pollin"",""C. Geny"",""J. P. Nguyen"",""P. Cesaro"",""A. Feve""}","{""B. Pollin""""C. Geny""""J. P. Nguyen""""P. Cesaro""""A. Feve""}"
author_list,649817,"{""Scott O Lilienfeld"",""Keli Holloway Allen"",""Howard N Garb"",""Jessica L Wildermuth"",""M Teresa Nezworski"",""James M Wood""}","{""Scott O Lilienfeld""""Keli Holloway Allen""""Howard N Garb""""Jessica L Wildermuth""""M Teresa Nezworski""""James M Wood""}"
author_list,546484,"{""Wu-Yuin Hwang"",""Guo-Liang Hsu""}","{""Wu-Yuin Hwang""""Guo-Liang Hsu""}"
author_list,917231,"{""V Cerabona"",""M Wachocka"",""U Moscato"",""V Camisa"",""M G Tucci"",""S Zaffina"",""V Montaldi"",""A Poscia""}","{""V Cerabona""""M Wachocka""""U Moscato""""V Camisa""""M G Tucci""""S Zaffina""""V Montaldi""""A Poscia""}"
author_list,887418,"{""V. Hirsh"",""J.Y. Han"",""F. Blackhall"",""S. Iyer"",""D.W. Kim"",""A. Shaw"",""A. Reisman"",""K. Wilner"",""H. Nokihara"",""B. Besse""}","{""V. Hirsh""""J.Y. Han""""F. Blackhall""""S. Iyer""""D.W. Kim""""A. Shaw""""A. Reisman""""K. Wilner""""H. Nokihara""""B. Besse""}"
author_list,724055,"{""S. Sarkar"",""S. Grover""}","{""S. Sarkar""""S. Grover""}"
author_list,422739,"{""Patrick Royston"",""Rachel Waters"",""Susan Mallett"",""Douglas G Altman"",""Susan Dutton""}","{""Patrick Royston""""Rachel Waters""""Susan Mallett""""Douglas G Altman""""Susan Dutton""}"
author_list,97795,"{""J. M. Neal"",""D. J. Kopacz"",""M. A. Lewis"",""J. J. Deck""}","{""J. M. Neal""""D. J. Kopacz""""M. A. Lewis""""J. J. Deck""}"
author_list,155127,"{""Lucio Montebugnoli"",""Luca Morandi"",""Luca Scapoli"",""Annalisa Palmieri"",""Davide B Gissi"",""Maria Pia Foschini"",""Ilaria Manelli""}","{""Lucio Montebugnoli""""Luca Morandi""""Luca Scapoli""""Annalisa Palmieri""""Davide B Gissi""""Maria Pia Foschini""""Ilaria Manelli""}"
author_list,100986,"{""Rossana De Palma"",""Paolo Ortolani"",""Caterina Caminiti"",""Emilia Solinas"",""Piera Angelica Merlini"",""Diego Ardissino"",""Giorgia Paoli"",""Maria Francesca Notarangelo"",""Paolo Guastaroba"",""Antonio Marzocchi"",""Luigi Vignali"",""Roxana Mehran"",""Antonio Manari""}","{""Rossana De Palma""""Paolo Ortolani""""Caterina Caminiti""""Emilia Solinas""""Piera Angelica Merlini""""Diego Ardissino""""Giorgia Paoli""""Maria Francesca Notarangelo""""Paolo Guastaroba""""Antonio Marzocchi""""Luigi Vignali""""Roxana Mehran""""Antonio Manari""}"
author_list,166179,"{""I. Delgado"",""J. Vega""}","{""I. Delgado""""J. Vega""}"
author_list,740811,"{""Linda L. Morris"",""Andrea Whitmer"",""Erik McIntosh""}","{""Linda L. Morris""""Andrea Whitmer""""Erik McIntosh""}"
author_list,379577,"{""C Pithan"",""M Mazariegos"",""N W Solomons"",""P F_rst""}","{""C Pithan""""M Mazariegos""""N W Solomons""""P F�_rst""}"
author_list,658981,"{""Martijn W Heymans"",""Tobias van den Berg"",""Han J R Anema"",""Lieke van Oort"",""Bart W Koes"",""Arianne P Verhagen"",""Riekie H C W de Vet""}","{""Martijn W Heymans""""Tobias van den Berg""""Han J R Anema""""Lieke van Oort""""Bart W Koes""""Arianne P Verhagen""""Riekie H C W de Vet""}"
author_list,215650,"{""Ronaldo Fazzi"",""Ana Estela Haddad"",""Maria Salete Nahs Pires Corr_a""}","{""Ronaldo Fazzi""""Ana Estela Haddad""""Maria Salete Nah��s Pires Corr̻a""}"
author_list,521132,"{""Jeff Knight"",""Jeffery M Smith"",""Thomas E Trumble"",""Wren V McCallister""}","{""Jeff Knight""""Jeffery M Smith""""Thomas E Trumble""""Wren V McCallister""}"
author_list,366275,"{""Maarten J Postma"",""Petros Pechlivanoglou"",""Jelena Stevanovic""}","{""Maarten J Postma""""Petros Pechlivanoglou""""Jelena Stevanovic""}"
author_list,513630,"{""Jennifer Payne"",""Rukshanda Ahmad"",""Gregory Doyle"",""Norm Phillips"",""Anna M Chiarelli"",""Christine Wilson"",""Kathleen Decker"",""Andrew Coldman"",""Bin Zhang"",""Jacques Brisson""}","{""Jennifer Payne""""Rukshanda Ahmad""""Gregory Doyle""""Norm Phillips""""Anna M Chiarelli""""Christine Wilson""""Kathleen Decker""""Andrew Coldman""""Bin Zhang""""Jacques Brisson""}"
author_list,605423,"{""J_rgen Rehm"",""Gerhard Gmel"",""Maurizio Trevisan"",""Christopher T Sempos""}","{""J�_rgen Rehm""""Gerhard Gmel""""Maurizio Trevisan""""Christopher T Sempos""}"
author_list,495319,"{""S. Furman"",""D. T. Kawanishi"",""S. L. Song""}","{""S. Furman""""D. T. Kawanishi""""S. L. Song""}"
author_list,733752,"{""E. J. Frew"",""J. L. Wolstenholme"",""D. K. Whynes""}","{""E. J. Frew""""J. L. Wolstenholme""""D. K. Whynes""}"
author_list,252118,"{""H.M. Sussman"",""P. Franklin"",""T. Simon""}","{""H.M. Sussman""""P. Franklin""""T. Simon""}"
author_list,903817,"{""Li X.-H."",""Li G.-C."",""Xie Y.-L."",""Shang H.-C."",""Chi K.-L."",""Jin Y.-H.""}","{""Li X.-H.""""Li G.-C.""""Xie Y.-L.""""Shang H.-C.""""Chi K.-L.""""Jin Y.-H.""}"
author_list,80799,"{""Annalisa Ansaloni"",""Jae Sun Jeong"",""Francesco Simone Ruggeri"",""Giovanni Dietler"",""Zhe-Ming Wang"",""Hilal A Lashuel""}","{""Annalisa Ansaloni""""Jae Sun Jeong""""Francesco Simone Ruggeri""""Giovanni Dietler""""Zhe-Ming Wang""""Hilal A Lashuel""}"
author_list,385163,"{""Gianluca Rigatelli"",""Paolo Cardaioli"",""Massimo Giordan"",""Ashesh Buch"",""Laura Oliva"",""Dobrin Vassiliev"",""Aravinda Nanjiundappa"",""Fabio Dell'Avvocata"",""Ramesh Daggubati"",""Dario Adami""}","{""Gianluca Rigatelli""""Paolo Cardaioli""""Massimo Giordan""""Ashesh Buch""""Laura Oliva""""Dobrin Vassiliev""""Aravinda Nanjiundappa""""Fabio Dell'Avvocata""""Ramesh Daggubati""""Dario Adami""}"
author_list,645061,"{""Hanan Al-Modallal"",""Ann Peden"",""Debra Anderson""}","{""Hanan Al-Modallal""""Ann Peden""""Debra Anderson""}"
author_list,410748,"{""J. Saengsuwan"",""K. Sawanyawisuth"",""N. Ungtrakul"",""J. Saengsuwan""}","{""J. Saengsuwan""""K. Sawanyawisuth""""N. Ungtrakul""""J. Saengsuwan""}"
author_list,133777,"{""P Grard"",""J Montesanti"",""P Lepage"",""M M Massin""}","{""P G̩rard""""J Montesanti""""P Lepage""""M M Massin""}"
author_list,775428,"{""K. Peisker"",""B. Singh"",""S. Sanyal"",""Q. Chai"",""X. Ge"",""N. Metzendorf"",""S. Dasgupta""}","{""K. Peisker""""B. Singh""""S. Sanyal""""Q. Chai""""X. Ge""""N. Metzendorf""""S. Dasgupta""}"
author_list,497593,"{""N. A. Mark Estes"",""Scott McNitt"",""Wojciech Zareba"",""Bronislava Polonsky"",""Douglas Laidlaw"",""Mark S. Link"",""Frank Marcus"",""Kathleen Gear""}","{""N. A. Mark Estes""""Scott McNitt""""Wojciech Zareba""""Bronislava Polonsky""""Douglas Laidlaw""""Mark S. Link""""Frank Marcus""""Kathleen Gear""}"
author_list,899060,"{""R. A. Ord"",""A. Salama"",""R. Movahed"",""S. A. McClure""}","{""R. A. Ord""""A. Salama""""R. Movahed""""S. A. McClure""}"
author_list,161290,"{""L. Starka"",""J. Vrbikova"",""M. DA  - Dec DP  - Nlm ET  - 2006/03/24 Hill"",""M. Duskova"",""I. Cermakova""}","{""L. Starka""""J. Vrbikova""""M. DA  - Dec DP  - Nlm ET  - 2006/03/24 Hill""""M. Duskova""""I. Cermakova""}"
author_list,746312,"{""Cayetano K."",""Ghannam D."",""Rawat N.""}","{""Cayetano K.""""Ghannam D.""""Rawat N.""}"
author_list,191138,"{""C. Coretti"",""C. Napoli"",""G. Lovero"",""M. T. Montagna"",""G. Caggiano"",""G. Scarafile"",""O. de Giglio""}","{""C. Coretti""""C. Napoli""""G. Lovero""""M. T. Montagna""""G. Caggiano""""G. Scarafile""""O. de Giglio""}"
author_list,743819,"{""Eunice Molinar-Toribio"",""Benjam_n Pia"",""Livia G_mez"",""Jara Prez-Jimnez"",""Marta Casado"",""Sara Ramos-Romero"",""Pere Claps"",""Josep Llu_s Torres""}","{""Eunice Molinar-Toribio""""Benjam�_n Pi̱a""""Livia G�_mez""""Jara P̩rez-Jim̩nez""""Marta Casado""""Sara Ramos-Romero""""Pere Clap̩s""""Josep Llu�_s Torres""}"
author_list,91852,"{""David Cooper"",""Erik K Alexander""}","{""David Cooper""""Erik K Alexander""}"
author_list,663526,"{""Susanna C Larsson"",""Ann Burgaz"",""Alicja Wolk"",""Nicola Orsini""}","{""Susanna C Larsson""""Ann Burgaz""""Alicja Wolk""""Nicola Orsini""}"
author_list,382853,"{""R Condliffe"",""J Hurdman"",""J M Wild"",""D G Kiely"",""S Rajaram"",""A J Swift"",""C A Elliot"",""C Davies"",""C Hill"",""I Sabroe"",""C Johns""}","{""R Condliffe""""J Hurdman""""J M Wild""""D G Kiely""""S Rajaram""""A J Swift""""C A Elliot""""C Davies""""C Hill""""I Sabroe""""C Johns""}"
author_list,407082,"{""Amanda Devine"",""Nicole Austin"",""Richard L Prince"",""Kun Zhu"",""David Bruce""}","{""Amanda Devine""""Nicole Austin""""Richard L Prince""""Kun Zhu""""David Bruce""}"
author_list,411673,"{""S. B. Venkateshiah"",""N. A. Collop""}","{""S. B. Venkateshiah""""N. A. Collop""}"
author_list,382297,"{""Mark A Fogel"",""Michael V Di Maria"",""Matthew A Harris"",""Meryl S Cohen"",""Kevin K Whitehead""}","{""Mark A Fogel""""Michael V Di Maria""""Matthew A Harris""""Meryl S Cohen""""Kevin K Whitehead""}"
author_list,414396,"{""T. V. Cloward"",""J. M. Walker"",""S. Rhondeau"",""R. J. Farney""}","{""T. V. Cloward""""J. M. Walker""""S. Rhondeau""""R. J. Farney""}"
author_list,635082,"{""Nobuhiko Emi"",""Masamitsu Yanada"",""Tomoki Naoe"",""Keitaro Matsuo""}","{""Nobuhiko Emi""""Masamitsu Yanada""""Tomoki Naoe""""Keitaro Matsuo""}"
author_list,376525,"{""Stephen A Geraci"",""Mohammed Kazi"",""Christian A Koch""}","{""Stephen A Geraci""""Mohammed Kazi""""Christian A Koch""}"
author_list,637323,"{""Kwok M Ho"",""Geoffrey J Dobb"",""Steven A R Webb""}","{""Kwok M Ho""""Geoffrey J Dobb""""Steven A R Webb""}"
author_list,153797,"{""Martinez-Indart L"",""Cacicedo J"",""del Hoyo"",""Gomez-Iturriaga A"",""Casquero F"",""Lopez J L"",""Bilbao P"",""O ""}","{""Martinez-Indart L""""Cacicedo J""""del Hoyo""""Gomez-Iturriaga A""""Casquero F""""Lopez J L""""Bilbao P""""O ""}"
author_list,470179,"{""M C Nevitt"",""L Palermo"",""H K Genant"",""R San Valentin"",""D M Black"",""R Epstein"",""S R Cummings""}","{""M C Nevitt""""L Palermo""""H K Genant""""R San Valentin""""D M Black""""R Epstein""""S R Cummings""}"
author_list,9325,"{""C K Naspitz"",""J O Warner""}","{""C K Naspitz""""J O Warner""}"
author_list,294719,"{""David B Hoyt"",""Sandro B Rizoli"",""Andrew J Baker"",""Eileen M Bulger"",""Wolfgang G Junger"",""Joseph Cuschieri"",""Shawn G Rhind"",""Pang N Shek""}","{""David B Hoyt""""Sandro B Rizoli""""Andrew J Baker""""Eileen M Bulger""""Wolfgang G Junger""""Joseph Cuschieri""""Shawn G Rhind""""Pang N Shek""}"
author_list,38130,"{""S. Truong"",""K. H. Treutner"",""M. Jansen"",""C. Schraven"",""V. DA  - Jul DP  - NLM ET  - 1999/07/03 Schumpelick"",""J. Neuerburg""}","{""S. Truong""""K. H. Treutner""""M. Jansen""""C. Schraven""""V. DA  - Jul DP  - NLM ET  - 1999/07/03 Schumpelick""""J. Neuerburg""}"
author_list,518335,"{""Somjot S Brar"",""William A Gray""}","{""Somjot S Brar""""William A Gray""}"
author_list,503528,"{""S Y Chen"",""H Chen"",""H Y Li"",""J Zhang"",""Y H Hua""}","{""S Y Chen""""H Chen""""H Y Li""""J Zhang""""Y H Hua""}"
author_list,503354,"{""J R Dettori"",""B D Pearson"",""C J Basmania"",""W M Lednar""}","{""J R Dettori""""B D Pearson""""C J Basmania""""W M Lednar""}"
author_list,176844,"{""C. Jayasumana"",""R. Gajanayake"",""S. Siribaddana""}","{""C. Jayasumana""""R. Gajanayake""""S. Siribaddana""}"
author_list,250975,"{""Konstantinos Nastos"",""Konstantinos Evangelou"",""Marilena Papaioannou"",""John Vlachogiannakos"",""Maria Gazouli"",""Apostolos Papalois"",""Christos Zeglinas"",""Ioannis Papaconstantinou"",""Panagis Lykoudis"",""Charalampos Tzathas"",""Anneza Yiallourou""}","{""Konstantinos Nastos""""Konstantinos Evangelou""""Marilena Papaioannou""""John Vlachogiannakos""""Maria Gazouli""""Apostolos Papalois""""Christos Zeglinas""""Ioannis Papaconstantinou""""Panagis Lykoudis""""Charalampos Tzathas""""Anneza Yiallourou""}"
author_list,37173,"{""Suzanne B. Stewart"",""Phillip Dahm"",""D DB  - rzh DO  - 10.4103/0970-1591.91446 DP  - EBSCOhost""}","{""Suzanne B. Stewart""""Phillip Dahm""""D DB  - rzh DO  - 10.4103/0970-1591.91446 DP  - EBSCOhost""}"
author_list,641251,"{""E H Choy"",""D L Scott"",""P A Scott"",""G H Kingsley"",""C M Smith""}","{""E H Choy""""D L Scott""""P A Scott""""G H Kingsley""""C M Smith""}"
author_list,627882,"{""Ruud R M Bos"",""Gerry M Raghoebar"",""Pepijn F M Gielkens"",""Boudewijn Stegenga""}","{""Ruud R M Bos""""Gerry M Raghoebar""""Pepijn F M Gielkens""""Boudewijn Stegenga""}"
author_list,264151,"{""D. R. Sullivan"",""G. Netzer""}","{""D. R. Sullivan""""G. Netzer""}"
author_list,711975,"{""Yusuf S"",""Fox KA"",""Chow CK"",""Anand SS"",""Jolly S"",""Rao-Melacini P""}","{""Yusuf S""""Fox KA""""Chow CK""""Anand SS""""Jolly S""""Rao-Melacini P""}"
author_list,12554,"{""G Jayashree Jagadeesh"",""David L Nelson"",""Taizo Wada"",""Fabio Candotti""}","{""G Jayashree Jagadeesh""""David L Nelson""""Taizo Wada""""Fabio Candotti""}"
author_list,564924,"{""A van Breda"",""M B von Bartheld"",""J T Annema""}","{""A van Breda""""M B von Bartheld""""J T Annema""}"
author_list,364080,"{""S. A. Brown"",""F. B. Garry""}","{""S. A. Brown""""F. B. Garry""}"
author_list,356635,"{""S. Lin"",""S. E. Nissen"",""K. Wolski"",""I. Sipahi"",""E. M. Tuzcu"",""S. J. Nicholls"",""T. Churchill"",""P. Schoenhagen"",""T. Crowe"",""C. Wang"",""A. Loyd"",""C. Apperson-Hansen"",""W. A. Magyar""}","{""S. Lin""""S. E. Nissen""""K. Wolski""""I. Sipahi""""E. M. Tuzcu""""S. J. Nicholls""""T. Churchill""""P. Schoenhagen""""T. Crowe""""C. Wang""""A. Loyd""""C. Apperson-Hansen""""W. A. Magyar""}"
author_list,272721,"{""A. M. Hibbs"",""D. M. Black"",""J. A. F. Zupancic"",""A. Cnaan"",""P. L. Ballard"",""S. R. Wadlinger"",""L. Palermo"",""W. E. Truog"",""R. A. Ballard""}","{""A. M. Hibbs""""D. M. Black""""J. A. F. Zupancic""""A. Cnaan""""P. L. Ballard""""S. R. Wadlinger""""L. Palermo""""W. E. Truog""""R. A. Ballard""}"
author_list,979725,"{""R. Arabyat"",""D. W. Raisch""}","{""R. Arabyat""""D. W. Raisch""}"
author_list,470615,"{""Francitorra ME"",""Sanchez GS"",""Manrique CA"",""Velasco TT"",""Castany A R"",""Escriche XF"",""Fernndez CS"",""Fornell LL"",""lvarez S"",""Fernndez EA"",""Rodriguez MVF"",""Sim_ MR"",""Mayo EP""}","{""Francitorra ME""""Sanchez GS""""Manrique CA""""Velasco TT""""Castany A R""""Escriche XF""""Fern����ndez CS""""Fornell LL""""���lvarez S���""""Fern����ndez EA""""Rodriguez MVF""""Sim���_ MR""""Mayo EP""}"
author_list,71351,"{""Nk Shukla"",""Sn Das"",""P Gaur"",""Ak Singh""}","{""Nk Shukla""""Sn Das""""P Gaur""""Ak Singh""}"
author_list,793299,"{""Venancio Mart_nez Surez""}","{""Venancio Mart�_nez Su��rez""}"
author_list,673560,"{""Margarita Admetlla Falgueras"",""Josep Fust Sugraes""}","{""Margarita Admetlla Falgueras""""Josep Fust��� Sugra���es""}"
author_list,258181,"{""Perjohan Lindfors"",""Liselotte Jansson"",""Brjann Ljotsson"",""Lisa Falk"",""Erik Hedman"",""Christian Ruck"",""Amanda Wibron Vesterlund"",""Sergej Andreewitch"",""Nils Lindefors"",""Gerhard Andersson"",""Timo Hursti""}","{""Perjohan Lindfors""""Liselotte Jansson""""Brjann Ljotsson""""Lisa Falk""""Erik Hedman""""Christian Ruck""""Amanda Wibron Vesterlund""""Sergej Andreewitch""""Nils Lindefors""""Gerhard Andersson""""Timo Hursti""}"
author_list,11709,"{""Michio Fukumizu"",""Marie J Hayes"",""Makiko Kaga"",""Jun Kohyama""}","{""Michio Fukumizu""""Marie J Hayes""""Makiko Kaga""""Jun Kohyama""}"
author_list,570263,"{""Andrea Tendas"",""Paolo de Fabritiis"",""Marco Giovannini"",""Daniela Piccioni"",""Roberto Palumbo"",""Alessio Pio Perrotti"",""Luca Cupelli"",""Teresa Dentamaro"",""Laura Scaramucci"",""Pasquale Niscola""}","{""Andrea Tendas""""Paolo de Fabritiis""""Marco Giovannini""""Daniela Piccioni""""Roberto Palumbo""""Alessio Pio Perrotti""""Luca Cupelli""""Teresa Dentamaro""""Laura Scaramucci""""Pasquale Niscola""}"
author_list,149836,"{""P. Kluding"",""S. A. DA  - Winter DO  - 10.1310/let5-xnby-98q6-q8tg DP  - NLM ET  - 2005/03/01 Billinger""}","{""P. Kluding""""S. A. DA  - Winter DO  - 10.1310/let5-xnby-98q6-q8tg DP  - NLM ET  - 2005/03/01 Billinger""}"
author_list,813023,"{""G. Bauer"",""E. Laffaire"",""L. Bouzas"",""C. Gilli"",""L. Novali"",""S. P. Rodriguez"",""D. Farina"",""H. Gonzalez""}","{""G. Bauer""""E. Laffaire""""L. Bouzas""""C. Gilli""""L. Novali""""S. P. Rodriguez""""D. Farina""""H. Gonzalez""}"
author_list,691035,"{""Thirimon Moe-Byrne"",""Duncan Chambers"",""Melissa Harden"",""Catriona McDaid""}","{""Thirimon Moe-Byrne""""Duncan Chambers""""Melissa Harden""""Catriona McDaid""}"
